100000 100 4
678542136 172249991 642928206 863029620
758539851 273159371 910003176 399089726
393231161 253337403 97177330 282214871
949062465 32184173 993297865 221922545
973494043 691615985 842099956 582108485
76879137 788298258 210941117 580220899
175687426 250995797 846481826 100882213
928493646 154764621 230750093 901402391
63567542 555825168 440371820 226403049
138425701 76745367 347313484 98763288
930716055 220994116 43256985 865450013
747650556 186249982 542125992 197707824
253282844 83973128 36690837 503613461
750205932 97095451 957420838 473036680
985809311 810558968 456098612 425945376
709027199 622341305 272459826 576942469
851226921 364621526 396420222 63034295
448593816 96661924 648696325 586859388
703920887 956279774 86230922 229088604
434611995 766507055 96607486 525522331
297072961 983235813 758378844 560215082
71719791 905695155 666767097 795113241
755292836 396027419 426326003 356877622
49158029 860717660 39446298 241083569
996479591 750108187 283393075 107055288
259908115 795624726 503045531 162683132
782322468 672474221 756438670 82390054
725348616 671457958 49443448 673926270
297148141 78426276 452194014 508266179
623360456 211389436 202399751 957356450
505395214 338594883 231794609 507622071
936704748 294550235 384329396 457199685
257830897 407242946 13815365 569610686
659591517 908806000 595264177 271841936
508796704 802684764 604033853 270346635
61998960 246982542 826081214 273030085
827483323 793937022 168394252 918665997
584739318 982684877 853921679 853274982
305155120 675921793 538878677 317506965
231261040 472334441 708863221 993770718
145733302 965320367 591446935 449884202
4166200 928801844 127287380 660997750
730744412 781822960 578155265 443112821
809043625 439370656 968582667 921832781
88428505 721151362 196267960 576157437
176216740 366292918 299839690 176138107
511693858 20302934 334935793 44489620
686633895 514402615 357193137 194660979
468612736 418204922 806943650 452989991
792029479 579372349 419185673 562644759
271020580 33532237 339071288 175064239
2073621 401017489 285989482 377500496
379070201 139578657 510163520 594302689
557075749 834253655 781701847 67428184
552458203 671482385 899078021 357426161
271172262 833030495 926734216 884376058
298944249 916946716 481843300 271587998
405020186 307888311 75352163 252248045
48889012 812047697 490372798 289310162
220625350 611414644 345675233 25776078
385065353 746435091 746680038 478439799
843960487 336162803 306868798 839830857
232237021 743916331 261543900 776862719
300791344 349624559 749388002 863698155
183443367 573974104 920864176 359468431
556578302 976845153 724233569 511912750
761262405 399176153 861667671 945167043
857024076 101633431 535512175 313477529
720689025 369174692 937606081 978989960
11949491 930243579 917735316 840137297
418081154 994511865 708060164 734915679
527178351 596624767 227009144 649225459
942778121 29442858 39751113 227084937
109492124 655463055 319580589 426320904
732654348 310118408 653219518 430927200
601678939 815700490 510266358 84157132
55938196 906040777 694644904 14969305
435678423 698943859 163773258 65532851
691321725 629849958 140781088 82488168
660941222 716372303 83210351 916959899
486741522 954933601 233771192 705619199
785559459 144804370 807472622 138468163
453567870 268464038 549191024 334549529
116720254 674047665 571547012 59174897
839136690 664803408 409139852 462453240
347597761 289256221 552753613 241539865
916138250 598410985 581051852 673202064
556494443 617798455 83481487 331554181
116210298 715621802 86875940 865273655
225524139 309639828 22445749 62244035
633795691 549137466 166227630 352811137
9780748 290955016 792807137 588492507
618866787 727075426 54801447 712828525
612198894 351311177 866355886 998357091
941789623 140127568 915058281 698318717
36160393 590713359 184395027 310597062
335836527 229100284 495341506 683767143
404588649 447217747 316212922 476128815
138293589 658727637 829290832 550802994
918932184 119547204 173238571 626684768
185653043 765033008 237905348 213663397
203974213 618471236 546647471 350801776
151047923 310905026 939187863 123434781
855740725 401638745 390962540 403374330
176816405 110126484 337303231 762248454
277378866 781560323 768027580 934095846
434599352 751930610 106708892 672098750
131150960 284136753 542252496 818824827
576014164 706402749 545449032 174690584
994595084 366949979 86353551 829181814
413626087 762319508 321797750 775492436
948347241 695157954 319752366 914701342
735641932 249275414 234979485 118981901
377957449 712292976 227169192 425455390
547715661 173933842 62384644 762653610
154279658 206364326 411985832 809990043
182361246 148814473 480971999 219527396
193919742 763431936 898423610 74687797
669370065 755844171 770660014 887710787
269017184 119067441 507848622 401242877
560935037 252774792 537949468 341027972
124218303 165761727 586055075 908972673
489071165 279887689 608443073 37187203
834285686 131075369 525503615 472535663
949954987 568537175 637804131 659965152
586637152 77372187 918692757 729463
648902248 92623549 20827725 854901321
298868979 637439206 238390681 203519086
980509517 396345867 974329248 673043921
454649995 453754370 734501513 73814514
895388216 213361178 161568752 64037191
346947031 857422422 809191811 213874867
273189256 848206463 959239594 381097000
416890684 79940182 302138786 107408055
612900599 538871392 681739573 955002826
449609173 349183098 313558243 916081703
893374443 259394452 578246390 134083018
768050662 866625014 87873639 840328548
587510142 767951430 422300011 885611455
123054639 850805912 370464614 595972478
971367269 968969447 215954126 117362829
37171408 774289981 970824496 118527127
713914211 120292193 49624301 448314895
813310297 754516015 506199910 152646673
646046911 319888678 664860073 418617921
713947190 252204978 527622173 668234772
829822757 670458448 514526357 344833839
432957188 936740012 742546187 709432118
946161589 675722583 611796496 885665239
154827797 8255916 228698065 216694196
52692788 658063625 726021730 320184246
379892119 390843856 933986079 83643500
422304611 636393522 868769626 784973240
527508370 851271587 337299235 387339355
527730523 382339617 473428893 852922658
267219000 415950805 916654585 226576939
831572483 945672398 825220711 869163726
243970538 681547613 493433800 263969637
686902045 995012318 509120347 158876142
811797234 402672875 367129091 507602503
784928117 191751523 624112028 815394261
633866913 889543827 138440939 588656523
812626301 410802370 151699561 803118701
157309042 984656455 127749231 15847547
518145957 522826175 841126416 450532039
275353799 42485530 638813523 959233466
934906638 345798569 100001579 475231442
647416685 781748754 952146856 555422655
577807467 625354381 856660755 466539308
693607088 133484426 712778987 224051923
475557312 159420272 438863504 980353159
94539612 581541850 704922406 382299217
787825431 126792205 508668467 216692227
674968447 974887654 15506641 328140899
341402165 639234939 269696534 306737346
806818460 423726198 597855797 219599189
386291108 455295863 512335003 669847226
447293191 735338116 416286553 246571625
698523834 978145874 357911016 492743745
598290865 821694535 575011709 6956339
812813567 428874487 854336034 805159859
183648081 484524802 176589087 502847544
469419344 283524776 58584480 857379773
397771168 573117751 145496481 946889276
909905682 576166457 767193318 638483038
67048484 975904482 426716364 691362587
120032676 868690261 176284332 982976148
697852182 707125607 708780084 94366550
882295000 808055930 476987772 172941812
289642552 360285923 787885552 185106720
466727361 381502679 940154246 657258680
345701174 333871443 723431875 393262767
523899449 547923033 515437056 837631316
309902627 241534268 689757237 725802151
788208847 239687777 617007849 218885873
113847097 604865415 568670444 735713688
919542622 253744345 444693054 827734423
729484388 277512309 508713263 868434062
830715033 597897299 710101001 278011295
529827719 806451263 173712732 631259543
265993159 115910169 696475293 742926696
305621122 990425499 891332857 256480687
539593497 609962259 816385350 366350436
211041753 312290622 155158137 918201327
121261894 689386566 417947575 536404709
172848011 683127274 825881257 799032341
71630747 187781347 737159643 954324909
447029224 625663720 355389889 743434401
298072287 587096810 585229973 864717008
370427470 687578788 912580692 986911929
763185121 592323280 448920802 593770351
385875816 790845228 335911214 658108976
539712692 775131812 368707304 175728489
187693101 228151342 349918405 804580976
682464387 906156128 663648188 320043057
12068390 83497551 937875754 407091554
134295960 322626855 689651576 534845878
934274716 697714214 123284684 557583879
619295189 509746356 403857974 905079479
100964929 189034416 597762947 516429128
218540824 512706971 630119166 373212214
955774262 141294843 145833714 309936465
735230825 620684376 809759465 980143611
954532371 654597781 925591229 989386930
302790731 772420198 974775200 642527971
641687288 154832601 907829984 992841392
592222765 354761703 152093207 737835072
76695436 231532993 3651249 866514463
868238018 104671813 929791265 66270520
103634695 371803139 553451577 522104878
270878138 972785021 64288246 249692667
248277139 583461835 274757679 703594561
234135151 706104658 128078255 28112809
566090395 110757019 337172574 410440508
214761182 603634154 371490423 860224597
54648224 444308047 318791178 470142145
248876822 289464841 241329822 476247418
142622046 219670029 924899039 380553172
585948162 431513233 277705634 17397635
308036358 659500307 49799777 324978057
25984999 675631676 77244740 514926526
458979277 859948637 789835541 683825769
944784878 346025871 979688928 127456467
397741284 59777014 489211321 318829756
291905809 222702629 586532014 749304567
617449903 722097447 717334405 75776986
946390667 589642500 77934203 638933330
76667836 495828644 656077512 241362710
234248281 477421103 494402334 586387330
703558266 239233423 7115833 508140402
29521105 879586096 107589709 155742893
362453962 895360896 891358386 259222636
40980431 534062097 256077249 219847097
294254140 805656634 919315120 974972218
704287779 496483023 370818284 568747130
743988940 324415817 41023119 348629128
612990032 337482059 148364844 548798540
161633868 464084702 813476402 469976703
438839426 329641670 911393482 410509348
507721019 878404884 758755106 778231336
402433077 960908163 965750392 8479945
141806677 780945345 351813054 193143005
510089614 320405933 139009764 517057006
906031934 210537959 327528606 756627922
249706883 295822644 224983332 915453631
642187172 762264576 92545217 504748449
343512192 169342120 996261151 849348482
786893720 7271613 473784185 432059145
479176164 511560439 897504314 496077953
121153591 253787455 506457951 829137225
876398126 37524804 257490567 67660202
519371823 319093845 836571894 9354916
491838363 165131746 945669970 929034162
212260069 440809602 366485969 273720867
988521916 408251213 505889836 583104610
563646814 591029763 93542933 8674606
414007874 974723973 422691186 734272284
231803945 353669274 445028713 1461242
951439396 104691560 178331709 55202987
162606722 582388718 539325269 989014598
205061163 900686122 27783939 835315700
235168742 18165030 681695053 818780789
854467175 810559425 36396967 362452542
804703002 175249088 681128776 885036550
568193745 86554385 418421623 789761
403562900 53883564 463709512 585971793
88844541 86134354 702485117 44340941
671072957 291407877 824045203 678583161
254874939 985957177 127199118 194466318
725797472 483599362 413722074 227779415
891230821 200420219 187629114 673516152
36963285 651095293 861464200 250987981
962395391 229827188 516399936 487935918
817867580 4316488 318751236 586672619
986201159 376310091 604466095 325240185
587362370 795145709 26109676 5357196
855690944 798195318 937122690 186900383
255407062 559192019 863504262 76848196
653053220 596147791 928112980 471560792
617819198 404493406 737968639 205046036
922679786 538362559 434596783 187404842
489091910 836774240 465073595 495009433
939392819 800774579 865061552 690752027
964170320 699421719 930224484 720926990
480321205 285318843 277260330 897629673
364544738 706623547 88217836 92969340
12885948 335307941 606270777 228407642
546433851 845192151 404909213 182078958
985695920 92856245 85345680 896887882
17597671 147088142 245335896 853521906
573992888 856265089 507597656 470800504
877822028 103301939 894915379 460669498
898002891 11146940 689235854 580722637
671833482 532744776 128155492 600519671
720320721 175119884 554261074 986982589
402104530 139942791 800793874 897726951
726750129 402241081 829712298 842915251
723578080 843843607 466959413 994073439
473760134 987810609 815113710 885232760
490206175 659462341 773271487 429988302
758771023 636103343 107900940 662641197
559711326 403308335 950848082 506658714
419091448 745337266 894390970 596647590
523324967 968305034 106007062 369230167
375746911 893452894 56964200 755318359
77641934 83537752 128620564 745806072
509794237 794720755 694325459 508878095
940186116 86858978 20700657 203679104
901614142 600191162 240901224 867961707
954327703 772161623 981887412 70851766
434239481 615962600 549648706 786406854
894731663 681252192 769546465 179459279
142350526 202351044 427867803 554311261
314520049 480206811 417052674 228280599
136726842 992660680 394212342 336497601
945041206 924472069 342872577 958360373
456193887 588570597 523732008 266257196
762062582 574851006 870134680 175631604
219986900 853524302 240067658 623238991
780383792 339888022 224254506 901187312
899151300 857217923 57768216 421422596
442551222 291653894 799405207 479834656
928285622 353687093 228413566 793653631
684924377 277277919 871981536 882335116
240835236 486723983 435640254 558625738
51903830 351164610 462789323 310892632
869390928 427007616 654309393 399309691
794394388 673541102 442727976 862637208
868041354 274874504 830119868 474580924
976487715 173524221 229356895 830351983
309283809 489260157 490824431 155343325
857865299 376723192 677468485 129380680
308817337 994415640 957851171 741056645
162321488 798744372 691705560 63038302
179163795 537194667 13480405 527819141
814130260 464646819 863998478 182332777
718378428 459236666 513324371 608309029
407582017 360032082 328857596 687952082
695464589 470717456 210392582 872998537
770658322 661345778 224380696 527568358
888006363 484308659 479806175 369684433
792378930 706771513 872882644 349353660
765094536 570000066 538703457 145234152
73351800 516630674 370354229 533199461
471195543 952399166 682737905 690906262
491991603 596353360 85109210 653317222
470810840 398302961 238927986 891488172
922729139 330108027 892509366 416763898
600911352 739835076 131438151 331378188
121126953 708399744 18662760 921759846
305129997 939179385 288728367 428949867
531494243 517344460 915073221 80416360
