100000 100 4
346037926 589165536 619431505 553426257
762512042 779003439 745016509 758978485
716412682 533976527 44432205 644003238
110732142 751315900 969759841 135718887
587351738 41615852 173713902 305311402
104183666 17370359 782846231 846659522
788283487 880780177 730861040 850371753
882658784 166908661 141607746 35795783
452640421 508354823 817677937 855288107
338172554 343673874 649007310 633081283
291065188 710197976 463773323 716035761
882353125 786525868 758184067 473016098
897473832 997466043 87744988 357109116
430445321 707223559 611212129 956934914
426778397 496815641 652831067 824658962
388503664 851852902 726214322 517799451
451464115 58935666 73052349 405318132
689439867 875658140 40521667 628057761
644950137 77947528 630432643 125673236
233887064 738236135 875007235 8917988
196429529 585776196 203994179 65687387
396343859 899118746 214130068 904165590
224662005 449569249 604815352 594126699
272864366 91511643 161010515 326859303
888379029 199534017 476341924 690839959
499274771 309551309 557326701 717709236
341054210 357179098 182712457 77279819
3764374 176060520 136800484 667439126
840683770 542681170 557322996 762323574
263671322 342614703 3428071 895694570
535373304 10447587 924275209 598791032
696710355 958134409 422995567 431302449
785254519 153317128 780116844 134334065
132739776 289914638 124947843 200745873
306062267 656051708 459208097 171180642
322402132 709525035 327500683 9077037
967327455 190491499 90838450 511328210
374386429 79841818 706947800 437300219
652068382 256151126 68290411 119711283
129258916 708702338 822580155 304673583
172881379 257447654 525023352 207393799
995147160 971356149 433143244 7812866
647232487 901520809 263907857 398923281
718047803 437601507 118112834 770727056
662568621 127326138 354499630 659613851
487275490 624353845 184850559 725726104
336322191 267701688 88670494 433588309
346862684 655117133 758689098 328581826
879147347 181461789 803431485 8422216
617269831 503833550 425230004 354299181
149514408 801973732 433850031 485094686
399459696 538396074 271088712 299502258
335689448 809011486 174556038 2440004
757980642 166558355 160961657 517374939
8178342 841368807 275006455 515448928
171708015 552710689 361014390 885740628
185693345 688341123 819956694 297299444
194795226 613664334 277423176 958940788
170483688 300241987 699385182 692568389
309727405 621660805 390199865 792574081
642345034 801462529 316920524 892755415
2811261 307664121 210071119 138448051
492042952 251173397 694572441 650196467
349308097 100170090 204387153 740529620
946271472 881646010 360849866 347519842
426045368 511474955 199433672 309379133
528804531 470579894 812065196 800288915
817762082 458430312 793203176 309072909
181143568 427795092 125407576 478266657
855627345 200373015 932372457 761600680
510496165 257166057 645664775 909063103
972977015 778283931 859161186 798362680
585846639 7426638 721568450 407931352
768142747 499836203 410764354 881787936
786325298 816433977 916504708 468029025
385698335 228274011 921344932 710292725
825406558 643574235 68732593 991750194
805034145 830098384 45731121 4638409
423452409 836658588 839277307 949534584
123612667 27384220 629573734 697373363
748104147 1955299 685161024 946419920
630516083 853477315 488404624 933432072
119379597 971909893 647390371 36148898
671865169 388572732 961497295 608935548
146989436 524178727 897304181 42441372
394600598 776679564 46742251 87570094
347781689 124778752 553536562 486270840
89780704 951969083 680885411 186007890
39374870 100216795 48364655 904690802
478768342 898582572 126640785 411728184
618244751 894722981 122563034 689890884
548545233 983717481 350248245 217592722
600007732 339105749 900659172 796370345
512842052 345129594 973813424 391550112
145881067 204030975 827554146 773495680
108393921 325625766 499550628 140973122
153735845 320542843 591454813 6434626
252057593 448812407 960938350 405604326
286922843 240583455 928685608 195609071
211483784 788429536 357161165 530688516
129577273 137904122 393272996 530361656
215998711 458876741 684856518 296560062
751761169 658868445 991414138 157717793
535999585 206640175 23033635 549281952
733784243 446255090 699104212 212579315
968594393 104843567 93486180 345326016
231254984 393273516 298863464 718274886
364718030 300635895 954951592 833070413
257199664 535888817 548650090 311598286
992536284 890791138 242973930 371461300
533019454 137089526 755917613 386841712
220470960 801095148 110007551 436770483
633586808 43606835 293739528 139672870
344259071 665006117 411805355 501653403
241393721 496803472 639331532 690559073
716346985 755320787 550948230 341045398
164750569 86867681 459953099 610085847
682133007 816573619 604267221 906342563
382098399 548004980 579499059 453844519
302830370 842296324 401256575 758409383
860701795 889817179 349462415 549995512
920219182 713208920 257408250 942759441
167921710 806160773 317003610 483458301
336749990 913804068 801804187 449237903
942618962 835677229 984182300 911351935
324853969 296467276 669240786 219509413
22698979 24774753 153254869 252244408
126695519 800623521 543294631 443522041
29107993 513153753 105063499 917691774
621678638 304887527 598609960 700694016
550067126 533623623 526409663 913422598
804432860 434121241 256615383 421316220
317129784 299013668 358975661 144818592
723572333 696702172 826619412 663586976
710540092 667683668 983078630 610150681
440376578 575430469 229686084 555327433
931216662 689104896 363754384 563554464
856241703 702216850 97844312 499739140
3205912 485525646 761332659 66503872
432656091 338892685 358776774 781770139
321173316 592989345 729926971 917478609
856991932 841641886 278207125 923507879
948995322 840309674 782354654 484649313
988939375 449965015 290374213 77901074
127738638 721603677 267625715 148866989
551485585 372161732 51985645 403813586
982347937 283921043 443644647 552325431
164724451 73008012 659154050 771678897
394411601 349591002 145168444 359267059
61578963 966538227 172322594 687157671
627278657 639468866 312261166 796215167
619213192 637116985 872648617 490388379
914882040 501709629 631145213 329316610
32596966 526384526 106398136 932202186
757233007 377212194 336077445 398996143
42650539 953753623 442649555 770034508
151700774 842710528 425428664 195665905
40494070 955653029 508204725 600664743
752234107 55027650 151304297 911181580
767781721 696929126 896752340 860670712
163836219 271490588 595504121 619902609
481914765 502986140 756118694 843232358
786560525 316760097 777412248 292106889
253164111 195816733 881128098 491077404
52576524 206841297 522432326 4174580
695007384 434658069 315844309 679574623
733699492 348040535 237079980 349013550
201795537 65288990 746541921 405532753
891546482 739906931 159213699 711033738
823854327 25442905 128614940 829778605
699092792 666134012 243095013 131449567
132589942 805458986 473200693 970958147
395977885 218917470 322525980 129508410
648255112 858691039 137613643 799471714
11512976 920362854 200849032 697239084
541258817 505278676 153881297 819398173
774777036 545242253 540878948 241423868
534734683 406195598 228776038 81666858
243885135 920025451 66645717 70880981
840058349 342459788 345104321 983990315
52689958 362408566 909015936 370378100
291622475 261323137 554853106 613203878
505306939 536180249 165556904 32373542
475928728 719650643 389207645 381105894
658001975 490721035 787538380 303476370
782897025 452075720 68076735 1808309
466088318 850369034 865145533 62388924
830188002 882203053 630904717 396452032
579435502 428536699 893496394 18746833
737004065 159367743 403681541 83497177
419260354 646639274 536704529 198092243
63679860 26479666 63699986 556103365
455328958 450300857 304328269 170442964
807449634 271541581 211082503 226125228
156484359 487360840 154404796 925401357
485844123 57893426 815004209 912775341
906407736 191770616 684640241 677196788
264636383 995928890 171356518 678673839
387526460 18770310 571583504 52723752
616148434 179583832 884901202 421581553
160468075 854561295 268273589 497485423
348075843 448820345 303143566 272401686
733720349 952697025 807955760 787859929
408745795 2740484 632415030 805051678
462802655 945762301 631562543 999144998
656757780 204103451 148071622 650571371
340289231 479803664 901397014 292444929
675298841 191464941 144635898 393304816
376225336 926189931 634831192 560038362
225816624 971586062 385871144 415967448
370650022 594501109 751109840 22381332
754743546 879346744 650554380 799525837
331814420 474759083 223662794 698426072
91647099 411042799 569814367 643870105
162972848 505219265 418025093 485715561
901734102 364855923 225389001 19259686
610193273 816556873 101428311 3431229
462639879 683397236 681675764 265626476
858346396 903955491 606217218 594364319
47441199 647914938 268826196 550129364
13709745 432971279 26893374 600921306
291068025 962178988 36714332 815132945
438842693 316656409 401467329 860782111
735560908 441834471 880904377 750985964
223970009 154976371 60551239 313008733
465344669 322103597 75605281 689827570
296516466 719795117 930308291 719504419
794306981 965223597 166106309 994953929
472778900 345972406 625923721 30173596
506780956 33518879 634737928 684509346
170021914 69429676 704977435 486295148
390464472 894591518 740340402 651679804
759571491 891673634 96824836 196859345
271864967 53571419 246432512 278048776
862480974 809492471 281636740 66742825
319918461 801284090 996103983 418602358
463419687 861266429 229863766 311333961
433728190 848523117 675598242 816710871
766758186 958053977 642086706 293108235
983871690 594876126 840064058 308263243
468978668 436340363 520363286 493279008
405287544 649315216 761081857 191577098
384937270 148847066 187231462 694061847
976539113 576207274 727544906 412794755
641675325 40590201 889517281 263613734
20895526 95786355 96791327 602525266
877186017 933881021 913423376 380744824
489492937 851789851 281614103 706269258
686331819 85328039 853340764 443266022
127190660 948921512 119123671 705710583
22914854 205951360 987630215 971524911
116260378 1931875 660511464 173680261
175156335 627725088 900657914 195441228
330139231 824442657 283484655 165668334
594873293 108057675 530927974 219913892
475509445 897579185 782563253 335380544
490554978 278924527 621771877 564285657
206403632 268753402 344010003 941511987
246232917 814094643 129152249 276865595
108370656 460778346 258507811 861457081
67035402 712887776 54938853 213330484
238513844 471326514 76792852 946535591
182503907 672798758 219767218 209025690
989429070 231875367 626250158 569611765
658842505 807221287 704897166 547735938
647859848 951063305 151996697 340386311
950936970 71285209 108073613 791549902
242822775 213018954 261981909 840003293
637742355 354701516 240388447 6146275
214207746 773188228 427420572 845929240
551888055 269157473 490233188 625043742
376840483 894836736 325726120 999838294
382064610 746299484 402201458 950892840
562171693 275321488 262784055 88045550
331173017 342213169 843038846 142137303
657835959 298893208 919297717 387222042
945979154 364006871 738483638 404781303
331688620 715376044 241545006 276724176
733236713 686832068 438710608 956442119
586039154 225332839 126678926 99407037
318688504 140934435 791117204 650535313
798430626 157469986 609524438 37822103
478259956 211744549 273719286 158741325
143617738 642740112 436820533 783146232
498268896 105389018 42408503 704899764
987155624 305943209 1596617 232149052
508610971 542051331 52271756 347121402
525058307 201344942 24716502 289999973
348763329 252562986 164116907 804623057
819832500 188144081 614618810 593993530
304378222 610592743 277029004 420118865
960379242 616482504 326050724 800788983
594579309 638597982 156038912 482580843
714074536 90008368 811113802 304439479
112754600 339721394 165454207 764483013
953916161 388573995 432672186 247488780
960551235 931171904 474531993 812557302
819636454 89911970 731791762 466338024
454607865 954425710 991028126 743636066
525002688 517619013 614280878 997729954
796418747 706485299 930329739 179653012
846736720 805844898 809140624 290654235
503370789 456422657 684084411 732051041
772460272 606953461 307485687 549248398
826293112 242434565 479809004 931717493
116781008 772653597 9745313 614798570
160904129 727610759 711471437 494267127
429427599 163380699 998611843 708397112
673395499 301623550 930468311 919941714
838482825 265878791 328515239 801535728
392090075 774599396 428999776 732717413
662794952 183015796 181339305 58923846
547277289 448130795 181563574 965186406
73471404 160982378 979321949 184113850
504468178 767681376 372803963 232086816
101529606 269617807 879127616 857699459
276764184 919213543 834189994 903502606
555656633 29743784 172227282 199098446
185374466 902871253 172211316 886485184
270156425 849317673 924836132 723172593
25650970 85056523 539589668 635081753
770880401 922932723 171391012 59994630
661423087 355135394 245307600 972695263
690431409 237360162 821737909 241996306
468238826 427325586 460836150 823170539
152361326 42403625 440746527 120709303
637876236 948607602 862689467 543872054
890799449 20904769 461860714 132538332
30145391 658023778 194883355 162889579
652426027 111188506 600399300 488050008
852966698 561650860 357960476 136356432
459367225 254005122 7837412 291518967
813986765 689251575 708381862 928726896
350142199 26592539 284616794 54136972
803816510 440914791 573827097 570824143
307144522 394613749 783984817 365768320
340708165 326937445 479773146 262414268
455866974 498293133 228777802 318258746
20734288 487079140 761573209 920463547
307860997 676407505 853726364 130008883
669807817 816136652 872897900 977236853
512781919 361956481 748055834 66861875
584612957 656059347 757068489 855095385
611695934 464546179 13870202 952564667
491692878 258387431 139960079 986063493
431250014 966913816 893555137 373224419
880424545 412029396 178418757 290097655
811431254 268340574 921810994 934107924
134830753 70802491 731735 500144927
697593798 36416045 646058626 509508517
11536327 884071947 628854181 992873359
353941886 690715339 907247623 261868847
110026458 889481304 814665771 115352038
574521262 543599991 281504292 39770898
414837908 923187191 670624545 56589619
749886580 152835662 679899101 124341027
172504296 620779496 548672755 792137475
607995361 63869649 961458070 475248112
747579137 845116515 459720046 15382208
956781972 291869277 728146571 984155688
150128379 460433030 913678814 394607248
160920068 556398021 414633797 791381956
295401373 873124455 978396094 389856493
922044469 276891843 97936074 975970357
306174203 92089780 129165379 314139288
797690278 852655073 194891283 387340593
853147597 818026171 721583808 486817500
889608434 866431414 464948361 248412545
439092389 711071324 827199353 151051056
188455761 997500937 792967350 461314835
512885969 65333773 207319413 598193798
461084808 524663842 599734823 989863572
833674456 179697076 151273957 578471280
627162100 590656153 828393138 506435885
903924090 877333 121661476 223234389
208920534 948970941 813682458 140190408
212381506 880842819 943343456 570964572
755382059 283342846 933687457 202699104
786676837 389046537 95355407 931276086
652886997 258155491 819081540 686538465
10941224 262697900 599307479 670014428
715378941 656301023 168264453 779385785
502768052 303471092 353325344 900139945
114994204 912973284 849349176 700697574
886988777 812315624 369670043 133693633
155783070 879339575 369090526 999084558
399769778 467722582 684786475 67078343
951286412 174047911 432079728 953633828
263269408 377976856 115858896 143116883
446889337 448205841 253793914 833062634
617425440 846850302 93776192 394700434
466592368 285889680 443493830 937836345
5472959 59798432 692803627 818102270
945467517 528284924 301273645 277953571
954840614 513618840 906311910 813775152
49679715 844188470 911800436 640128270
390545857 463733699 475454114 943138191
415723470 177732118 272962161 780920393
595552601 996515323 627986955 432317846
55179500 758515351 926110522 176961170
951086676 972617959 790110228 272590868
254758657 68055006 773588065 328135688
716126727 296133626 560069934 329551232
445149276 449808760 339226555 128107665
135044191 9561859 736577517 996308055
172667200 944185440 485950556 888008029
449488490 558994550 485205223 639870897
696708107 21710040 156641077 618955733
675671777 509547527 923473903 828713917
142830739 762492112 765316228 976082770
259770244 664554631 438686140 247942062
539329378 596457358 417210352 707751466
136638522 225227167 575670927 876349272
546936185 919895056 714469974 952185580
166213929 144344133 346294187 165422765
954646136 449173411 990096797 184834360
79256574 54427136 316518963 241008557
714841984 600836010 776977183 976164271
889857544 973219629 100469733 841871039
913326100 279488709 300485679 897737608
594480340 902249145 895744735 347066547
581806116 39898676 73536242 874586506
429279191 772157612 279156369 437381145
625168845 536096854 621384411 598104618
678707045 551992503 921256266 185038498
287153094 729425072 386224313 616790962
171913458 65348172 295685066 803839528
232402755 139216276 493866588 494780366
662803104 599541765 386023406 87121753
874837373 899185773 140654147 664240325
197633149 923924664 525025654 134267871
787796318 36344024 156029232 306752892
870605100 255408059 851162152 795124943
451784477 854640603 930383194 197714069
393693617 768818206 289594412 101276129
189373807 211569989 961452384 16751727
584904769 101489575 907397438 882162191
443441586 524232635 400907914 369420514
283776924 6028643 54128381 503278418
537632766 161517323 673362775 491429866
23040933 266946562 194566664 9716030
606007290 599508164 696086856 389191871
547358887 273330859 222621030 565085200
64069780 419626178 477483670 568312196
209008190 723670814 851946902 201870335
707526995 757577236 210498666 251057022
114601718 79440566 446221352 390184385
796256738 687915174 145995055 199393459
679161264 918865330 376546860 281770198
509789300 780395547 906212285 50757615
553580996 930648848 919948140 230189222
703255891 694977990 614523255 644445679
537531466 397404780 551626066 143376375
586101803 206831780 100448683 233223835
533011769 94023513 57318011 594293235
962412877 50016334 756254770 443232747
