100000 100 4
480891615 675388914 798175843 223489915
160693800 941304149 775473752 238467561
947757828 949291939 858761132 667208534
750200917 702305771 597338855 292421534
401972481 244652645 804012399 68137910
361700291 183932224 615082928 57197655
195412118 493239590 347100066 575426127
490426061 279974044 937455768 18511740
407785417 404896510 24014786 601632464
922667966 95501216 780576569 260878881
731800560 190449169 339695044 896297352
336315034 637981766 336342109 478518987
772174242 528537438 76545661 754516201
488346686 124639657 575328383 257715527
417281810 826221056 654231480 879805801
911593388 409541508 174281072 712158768
196604442 887868535 943478205 139943121
932593639 993455986 927746117 255242452
139527698 542196270 669301852 209434141
659885381 828830738 799743985 925845960
354297808 269498529 896290718 449696647
379057133 56902122 281999282 224443273
258928018 787898253 613770063 361641462
56499531 960338250 304073801 852591943
287573840 676243365 956660570 585361010
421608998 787745145 99631898 845231003
351440059 711918235 203073747 238865566
131611288 835912537 525579514 386764538
103302791 569630008 188947916 115776808
222382599 754356681 355901860 825798606
377941132 245164136 463792890 280779644
270908654 471280754 950420854 902349362
641148940 833782751 199582486 453457354
998305705 609299519 952625911 634161579
825331319 351773410 803546906 44815618
894469428 311135215 666849505 338805416
978171789 150898885 267371918 612522944
384782369 60076676 509436942 108166810
13755460 636696054 237717467 611853669
770220140 417268666 429181302 890292282
73886441 877815206 645547405 47127471
284772711 660445894 94150243 421685753
373777117 777724420 459989223 596197832
885179069 92407456 194669028 14421302
891470297 329909572 955186754 432667413
776949031 606781213 6950203 831521329
527040261 844738256 586498974 642367295
174498329 373713548 452633271 77914313
467102 26345462 77568768 635804808
124738277 298229169 991148731 659899448
326671382 930346925 518185888 677556238
175068361 74655157 732112476 396933649
573196939 128424922 734808337 225379249
6815750 711330839 241034051 808861315
300996438 626099982 179501852 231962286
647633847 407400294 604411106 112325901
227613054 695953143 857496904 262159494
885132299 875080720 769849067 839095977
863341764 610123576 636431570 970025924
573831754 383907484 901855905 75946647
309596304 532081838 265844280 44209446
765472209 569850769 895940042 326262526
446754801 522221164 351084059 659959628
442285403 395866511 260196241 913801754
816325046 749689336 237865469 525853745
153380436 406238346 649875452 528698028
241499069 620008112 115778377 237594684
764026340 194912927 677886451 739239318
979726722 869088663 723018923 513637711
635871114 498331935 92568417 102472564
77949155 499262710 867768352 44499151
515542783 81145721 200643112 260252827
602021532 690669866 96895993 346664008
564375122 18513675 459701040 416139473
136174755 171569215 372355322 355833543
307996797 948906730 402588495 834233936
911113142 622358322 21919220 460871987
401693407 815849977 893079741 971656740
442358928 325905443 64327026 142803842
691330346 26187925 741061615 671140963
957937760 247859028 997680398 286247065
480824517 405992446 481570138 695866594
93487236 883867509 276123119 822845926
706057058 486500754 429551456 671905527
186299785 87441939 53624018 448673926
915977532 480964889 804927654 319217281
343827712 496420640 669947630 880112136
461008258 100768162 111929742 998144673
265050340 200045999 472079199 998347085
208419001 210732849 801367649 351953033
173226409 57854032 180443824 364402918
744770545 119686931 957940514 152670359
348642408 834373052 853952636 928874081
884644207 88521877 109748548 271398704
581556423 698761091 707410393 123548072
248430835 734009674 786195055 296941593
812008487 395750557 684130526 741136345
624518799 694978075 990228875 589854400
160949453 53881289 924391597 893152879
993276461 951805876 674129817 354500467
820253602 592290915 87679246 365866700
30664872 19077487 172445748 592679045
470159475 69334437 396601790 565114049
749937101 462057607 205858882 777784613
859516937 823204452 423598532 952102067
542623768 475157151 152723538 488656204
7104369 442562534 960669444 366196505
964787995 574864951 937520025 636950850
442820836 889457338 89417942 320682773
385351057 492335418 156383961 586086057
259078006 859902328 329033013 370545483
347060786 52143021 870672094 506746223
589440661 752524395 530470806 456124506
161754933 173992202 649547289 641914454
361338945 421080585 300527713 704288709
162164951 504781406 165621345 639037816
700439030 446724193 757477219 586923186
291500109 825046180 241089390 994896886
541389513 145316644 352827732 782213566
326132827 988021216 738714089 687007666
738716986 962770794 624255692 283005748
30705111 281931648 867720402 579255539
132997493 691218630 881948416 720913652
480522912 140026903 923669035 671193703
533378524 731192322 476366317 498518467
562441485 203994378 70082233 279463291
963076627 114033399 164209860 905622637
131557055 304161260 297812559 142740560
754543652 429016787 608226696 310593494
720788953 41021555 165417179 566563008
716295215 678551553 103218593 965429334
70015220 287742283 670074005 786693996
156932077 375623370 156049621 376018441
920900479 667709759 882749035 507519305
355060661 919740812 210436536 838279095
447468580 88471021 129116317 834868081
103679386 343915007 189416155 431534876
149777028 769246388 346320986 219245447
50511685 599852389 464347892 834107817
989281310 322066896 237935345 977058117
940038525 616406776 201193803 812383410
12506224 956108990 446070625 927788248
327144280 182658981 538384217 848532837
806925028 366158898 32567415 974150238
824477370 674672717 503818603 81674708
508877413 22635684 653329623 876658797
198160312 917190267 91147615 836822151
508934933 383124504 986389551 806816128
813151693 541570798 408736460 980778771
248704339 592657654 246546227 175215704
676117877 901346811 430741171 237950231
661245755 201274195 991153060 31114323
62191264 268758698 783605763 108637341
398176117 79568257 170611446 957008275
67285676 186606911 169136145 290219303
190856069 198112950 924712269 986313883
389587530 898022745 649834242 778115491
280567176 132924192 832563453 723036395
240995393 823004425 479424641 960609182
749941418 999773487 828140893 954265060
106479887 963533812 431559986 97032329
892040891 868338490 612596827 49581922
793726030 556431598 410938523 90915029
115954400 555629372 942095822 454531556
82277981 377501934 25034607 651093579
144682271 214291939 403514793 51062807
561588657 175424199 564726673 721082256
649735582 917484205 226797549 360502857
82788970 263104985 800214190 597511172
726338472 422271303 648289069 884643145
521020003 490175785 766598058 206619236
60581766 300872885 788827043 904225724
987055667 272147429 654141369 584682670
401557457 215365810 493091668 699915739
747751433 687533481 973961661 75907323
458447645 909597878 478347437 559082188
553766407 957705665 568467610 881095456
842050149 739967336 784145355 641961327
922682439 191470471 943743268 798766920
656961587 222077698 94800496 173324225
332485246 1698871 966126066 591073667
699351336 568446479 783727662 160617672
259998357 603054202 779753170 31060986
255410111 292119526 179522762 144001702
889181480 133056609 173719092 236095856
67974862 501791311 307657980 410628978
307204967 196526410 560728493 816380734
478466625 738961308 866651850 37576787
601275679 758624523 334955158 220677294
91970554 107148898 104973332 539896968
971652542 659423667 389139224 348519638
9433110 393174628 690539700 779401938
468964201 212034342 250583129 59365732
875275984 314794315 977000345 552714847
16243110 53646017 392975621 713179671
929838090 866168826 109717809 909933713
328821418 955213465 994871178 642053974
46413763 143104319 384151668 544679091
333086129 245968600 440682253 863629263
490631018 563510229 668076694 46610228
35603485 296398404 881722826 473233921
335492155 671646442 752348894 412746441
534746386 251688260 190475408 491173175
137823453 576422547 968318833 375410356
770080660 607009077 770548370 300035819
284256373 118392188 613136243 547168738
909949414 988631205 206882361 649110639
402067175 723218057 273694410 374308326
210628660 135770042 781656144 807313298
700195962 380162585 897035603 621502066
446284064 495084973 237421298 438063727
942340895 582486576 567681076 272613958
378303792 52194607 284381349 798484550
930437583 738101005 678590554 74649690
969736341 938328275 139058724 419258207
697961018 590142763 531151781 321596631
138720113 642027606 805911240 980290870
764383483 4013497 650607042 728135888
221009946 252629471 483047653 14080385
966340301 151683468 39591966 847139143
567167082 174025638 794998841 402134984
592804127 295064202 57423764 288883002
982372092 63630829 358624343 498944767
974642204 130227606 269132528 912641993
331853435 369665162 961079882 831458793
898044371 222423628 589914571 659030293
625431198 37706408 240563825 749211673
332503604 949535942 2030221 598222973
668941308 885864380 312300376 756517296
268974616 590941330 915376001 298755243
117856939 670086933 18337019 293722536
443962078 245184595 825532157 777616499
383907798 417202495 953416149 331681370
430305515 801375696 170334869 179196556
581816783 366708315 841194191 243702266
623785072 876372760 772485917 236498534
37565883 425213985 252549269 785984892
824742248 468727788 552811464 150848315
922336280 307394146 898083224 488878228
332691113 263893366 459431735 834182840
299317121 633203841 441420628 527429014
299257163 981335735 641821690 559308971
942448520 915363576 710507369 655107881
782296377 720987607 432196730 178917217
107275112 855992337 951405535 682438007
524802345 542922813 368569889 318457139
129222132 591741641 78254008 175635822
458558608 394986337 891985364 769752836
106120355 415535608 301874363 748380077
334359454 565912838 833726161 159171946
558382181 375289890 570375205 789894414
167644885 639784895 51492144 778986469
327990743 67654743 717624140 749249654
679949806 900137131 639723956 196720005
382834759 127450167 415643447 554755874
247449524 363014325 44269987 29166264
629230711 294833676 58080020 691546286
799437308 691897281 223604590 209879497
473430765 984777762 399898437 324878896
321749539 238997469 990181247 898567487
790113189 538878906 677675980 173898170
394720706 488886648 767216321 77280997
756191553 702333394 41783882 243629438
155296999 22260788 603306992 484985948
686841534 696867917 694481533 414242898
29269379 412560239 174507788 609744882
992091482 806885073 631998405 970020883
105753513 225481491 765626298 690155822
27040132 242113796 830401923 515756609
132098337 96348489 725928962 957401208
163395838 604412162 239929240 7818096
139326812 69806297 516379121 782549392
439693699 969973622 121211369 554895372
426850662 280011573 929949327 295928518
146923254 741255760 767481565 320210383
554985539 531857231 295202992 467300265
926744945 577604408 215711958 593973860
503839384 367954341 256622407 527133876
4415026 657977547 310171333 678704967
808396098 656617276 112643956 411107876
721478661 232569409 693824161 724977432
140720190 204064353 49522471 388563395
292295706 678350440 612404008 627911144
287713349 949527644 701153802 12358303
642055644 784951531 511662469 253639094
895568576 504979783 761513771 851544897
660179864 669080101 327142231 398416682
154131761 587824982 1287685 850530122
137818838 419414622 585602103 609634844
850852905 998873821 860674158 106367641
673021895 366049990 645051082 335115451
405118837 522047798 815831558 342457692
20863157 43323189 155021772 380343778
620089014 910949193 242439902 441808682
232956063 783205314 997453792 397285733
333969037 674299088 584619290 103450990
218820581 652139194 372344310 524941222
851892060 618420688 173302992 877373150
440700138 856878298 71607068 853530143
466205401 555376700 117198107 96498626
98309711 855085232 221312281 755795185
963400516 460244143 874636731 983154052
10999339 898714991 386904220 928374001
705202814 476546408 582769879 598611096
481970086 444441450 981206430 69194548
442031899 521501942 27343214 57133946
489912536 561140449 801910 582442729
413456639 968597133 792321402 117497595
20904556 845153247 202367168 386909419
751557365 533679792 558291548 109950974
411982611 630053545 453313714 986368637
431772642 303188357 374690350 218481277
275332838 690413733 698078062 842194816
410862961 653664456 684524634 722391298
727414693 656775413 857648957 620110855
170721915 953707132 489209357 233715012
88339284 389725847 574063992 808664871
900503110 806597815 518652597 549114380
26658149 146891441 994258035 334015937
983009348 575712152 459911477 384244548
173747396 54763852 166178290 305350439
618465889 224321241 786161560 103281519
419516902 137318302 309883097 18946375
331669404 485206894 124181435 912443739
936129678 750772925 123344154 741601465
445716418 319120016 179549816 189921879
965282336 12841654 386249556 860765717
331479262 82111937 640552503 178717977
681859011 251602245 263259066 839721047
399317905 953657047 873950439 177934438
58494243 259622400 795176218 735274855
171393433 875024017 664458821 108723860
555844992 444228837 793721304 835850422
588015140 492002673 933086396 446422546
433325299 729032278 399045159 367960582
854306021 822576016 736918081 305274163
451913212 404574971 326160725 158769468
602544959 521365637 893321348 819919833
114024617 567951750 585871339 228732561
898992675 826521594 142895683 73898021
601394500 560539156 291510481 281922579
942692862 427427339 491172143 175464443
648815634 410974377 679328524 674864334
851302746 359456147 353277428 441523678
204535001 454839250 293983554 387841467
112662141 85494211 915132330 501738885
4374846 238826425 845128041 274828154
987688782 115757665 360346310 15733883
279439919 486055240 500042802 822903474
409261256 936634971 316839985 755920941
496311312 592593336 333566574 610482236
74317887 102413055 151100634 424673955
601523655 869283964 224817389 434367144
600585121 531084327 954600164 678831425
426976827 364962926 843878955 521990246
289360198 498085231 755353823 868741930
553584123 751151775 282729683 985092253
129133130 93447750 375793944 254740515
616316032 283409916 902919482 523616021
737574342 910385312 517072532 289997130
89765233 421670264 946763567 416096952
68163290 879725735 869499012 966823748
766973275 91234222 215921058 287300885
929259334 19035660 269521281 89600618
495405887 171972917 63257591 238161895
537806060 295473858 250094425 38344308
952722759 127151945 37136614 842234961
52330516 132823558 315527604 121329797
453790801 253102945 174080425 236144408
34280918 984511492 366527968 461730276
445142171 60506641 591010186 316254123
336624319 110416690 391597600 183181158
965240691 802628280 352677391 864011183
275423658 964041493 591474219 401393842
882233381 811603014 84737828 541712718
149546914 218738262 751455287 531757107
263331971 148724932 225674427 295675512
713775143 583241199 420647557 634573591
166631267 348736601 146645837 817955435
262674471 835077810 878804605 23533575
568799695 198337426 905090367 15667949
488888725 216822711 156156286 917449924
722701355 586960232 301860037 310764136
881800852 166339401 100351997 622837775
934743579 168658517 755379626 603923648
223427102 858837338 964850501 142562429
187697981 997090536 854534073 69155565
893888104 217036124 850496390 220940849
101240589 917781756 294021575 100888566
782643251 764611457 28721007 875237096
209308644 293652140 900278046 372789737
875947471 345955307 722407600 671971063
396687009 547847795 684070319 75736653
753686457 786819418 892746189 439017938
106996241 738509645 93218328 226568885
713928826 988317501 432128187 980080359
675169831 239619523 601792963 251082168
21024223 430594724 140149588 588437341
600023285 827032211 730954208 87535862
918833127 453831557 161270376 752388605
107064262 620808805 600072145 504528133
349984048 254962522 377347614 309891561
463054689 390708257 910620611 784116123
274193225 753027148 964567437 124420160
922552331 220680412 189732035 583912330
232943497 307494521 107403164 732886203
474405597 189595198 454354930 787092044
784271097 589140205 470663394 540565977
456529875 371094727 59067029 331202186
366494006 47525829 696274276 764450766
476618588 848413922 647853028 804745867
748237254 753574756 532574885 919887253
348094960 355462413 391213230 711976098
192940697 804216501 832621800 632506943
947841679 812826002 689038928 452947281
584070036 96368317 940854257 253233328
747429038 988819047 295360339 468961599
32909169 802644458 414457463 599899804
488684363 250701688 602909770 187611568
350362495 23720471 313039040 152778066
605745283 771722441 415004355 534630851
86474236 18477196 65134551 728550777
603714902 289091261 402997178 833795967
626002651 617188521 854565980 572121864
484175796 786545334 157140441 199610026
951159335 37254216 129172062 847757601
745057457 379703124 53743179 194122148
643627626 191399616 6405705 663537574
107365784 257341043 784062677 228216645
967746131 29160700 31275852 122512997
881346555 937191529 288327309 39964013
647657051 150244284 714980852 864740000
556572605 806948605 4160560 648469391
20731854 641436980 702032039 841144601
838778194 796113130 467198863 631672534
640052868 341530765 35890164 897476101
900963904 78322245 32297796 729547507
124517470 117840942 280158657 687572904
162450120 391266547 612471018 184696385
245047387 195232742 172689403 18624514
89841389 831294124 543834138 467876675
944629703 772545917 117315255 636433051
516416952 924477397 490830166 396474895
75592419 589427201 829640672 42030875
572577864 614233342 446970215 357375705
240439730 189000375 590040443 357616104
145840863 823020501 683975122 92644327
956427225 448040853 877798377 278162054
508620919 139400339 267213253 67286798
346793409 438020066 226944791 335999089
370437511 729552428 391318570 106688015
91943417 558942140 322445396 712825875
169691077 79365291 641710097 384748803
975551357 350465808 58596526 427798155
858288070 56058766 552159434 169964530
142604097 759068838 153685999 736307296
616828767 52989248 682420419 819654467
833119015 565500629 149293012 893361674
443357207 124767113 979746611 504939427
463829801 27591689 455998722 233600717
19763059 51462097 149456463 932767350
186461032 314482506 784274603 783526615
24844011 88468387 775637467 272165522
857416079 149690909 356364036 531466482
389977333 518502060 599269337 962200761
522149487 694096510 204623192 679280093
106012597 659186273 213672646 561308820
951204750 382244071 814387098 976403720
69251230 36506066 798691544 26863032
568097935 919972960 66162058 427316777
939613629 494016207 737950590 517082840
59032597 141948318 253228953 370491966
465774171 711096493 550929052 730530938
473982106 184455953 822369047 284930916
418371524 207976791 126979991 418089550
64578029 647107417 398485650 360382908
849725863 701337633 677018317 812389741
375080310 263756684 181230520 252139873
620342563 343599293 477884134 373526629
41822454 5493337 330941269 24663670
877547134 874029887 170673458 130694323
975973162 610782517 235846447 491964510
895651149 176123661 169864743 928801030
862992177 92186789 725299062 799729027
840592307 730023743 652886382 572082572
695360560 653642617 618399574 212524467
833687283 180293846 246069297 787851318
748421949 595702760 422017015 944146597
789286444 714066575 402467797 86095409
41626331 601647461 457957250 746688724
510590934 720325007 328785286 10945898
533438625 991119733 149564092 658256450
461953022 968698498 98663659 534861273
939756126 372927991 110967892 834582101
339307126 950831154 75887016 317911743
715909358 284877026 949330510 97031828
755647989 568412193 413232073 567213735
679973686 763505158 484886890 412500404
313281597 64898523 750237060 718589998
116970191 624327709 386791988 770292074
227281350 569363721 162073475 6305205
781751887 205600835 235477012 531024280
126656991 510539318 403861518 783231956
247659379 879840249 569110690 776891343
429028078 877096950 335348872 725856555
373308261 676447375 842266471 730155978
228522907 286009000 484887652 445923974
49412718 72031103 416088034 987527544
487885350 596504898 320638745 85559174
546526683 22828023 262186045 650424455
433870786 695705473 430802860 76433917
187489414 391446826 142611658 741401400
668727313 878859679 805491944 123504552
166616891 181003269 192024418 919511888
913085372 984845129 624426199 116811650
649935553 988105156 179940686 863235706
360120695 425709192 999222079 237727010
268158417 314737648 542865843 673753174
142174737 372451543 587456739 151128644
290229510 602551599 161448197 626609074
500590531 259793628 746756203 253326715
929054501 767805295 815117483 500483656
247640418 443988899 82294137 645101546
27059183 2981074 6148291 855300466
107036862 446742920 52806220 293836134
560841837 453781065 223295642 53347283
399812017 11065923 105257309 867433385
476432710 318564418 925133055 134544015
861571074 31187175 426580761 616333759
679372579 656089758 169603738 226120633
499481064 196746101 186061865 14699667
507206040 142816121 79741065 757216852
151354912 575785177 406135176 5549758
554941600 840692328 91172302 146477445
596707358 47908091 127498775 590487990
115967586 359751750 23467832 577212278
625468372 472854159 65212134 969627655
712655531 64794815 169840784 982156334
274591551 974445812 385380024 329502981
311041497 989764101 526319077 81944168
440069577 756003093 325910086 845531188
961079179 282584937 694210360 175112906
867417793 663600077 874779752 326757524
402453533 945459027 456110100 80560059
302297267 974073484 987322348 386868712
450026419 224545683 654290663 553230177
709504538 347118370 782545408 195233989
283105358 833867296 168096211 355490879
176118956 951117181 16748426 829679120
580051638 36140072 746591231 48758598
378812599 745412765 362460701 639064789
506468218 252360909 959971536 997474258
657511894 592239637 579285173 418679965
196239304 538903305 484381775 971538401
556150967 169776574 802822112 859145021
854385543 703950504 439453461 243155413
942724042 196354123 829925902 106474475
230141358 114219934 673231171 870425346
95417342 868089549 141751122 780141881
131448340 103201586 758129243 813091349
606880496 795474596 769703753 608195797
840034691 154559730 380786162 887872191
357894836 947055055 203292054 935974112
78868712 50866387 105628439 110463335
18627401 296798980 380499098 508272009
347506251 26507491 980524655 792171053
390437166 278256938 906614532 73693806
120986138 395093294 133742122 939123512
131590304 513312774 433625109 320298327
977124361 669711006 553893340 16164252
493816007 683283919 228747983 811042230
746857856 148960794 284304250 605581598
189326733 648079699 285703346 564370435
180503781 940572467 988671340 251339724
251157908 455529982 704404954 122347851
765415577 904474884 224712886 758322221
774175045 624666597 520004139 42801842
995730568 860033488 512723124 186984999
206284088 536494763 921890779 214468203
75375452 882250376 921707409 729190996
339682356 475856589 688118817 852902253
794740579 108442781 411984090 364052575
230650602 528957218 572193536 264976186
22655739 535332461 375474294 507824994
616121595 15034632 515143597 708185541
580872627 910055719 684668199 331220637
614847119 492988631 468923212 554705386
65478610 303521490 632206104 728721649
87735906 272663856 464209519 485375776
370089815 478130350 537119179 395205262
814753035 631714792 658962293 67963038
421682217 885489550 755443108 742407509
78063224 591282710 288628601 747642121
192185724 6184268 327831298 894074784
302387007 718968420 152401242 685790203
731028082 68163269 478198793 474874398
970866335 391242601 567944043 358404839
84752936 782142510 631298574 127780663
922102614 615130625 206292636 501103669
164908421 996404006 525061908 919464976
242468216 195614665 169688042 143154122
63832804 519541562 321609669 348912703
786779147 170732493 705155644 223100343
533810939 233267024 115911201 274896832
888568025 461499517 597143098 885309139
117625405 648815120 492364415 403043101
401962639 844827442 258415339 402310797
860044230 291290611 933534013 627042689
609311037 600453847 133387331 440042133
610709431 835472002 806680820 954829504
972577929 888373838 160292571 743315290
366453943 304063112 25921793 842185736
459839494 414299061 221110409 857043145
663294191 932634231 371221738 971326310
699924265 147405032 17964174 40840869
497938319 109534521 848621877 879188686
687067681 61975427 720441037 737738476
331629463 998934432 718123674 899167220
697540281 570972615 509904670 377567374
661750169 824410942 879013640 979120649
289795216 766967252 960114649 966583578
762753569 714691055 508390847 471537277
233042623 346564033 506839728 43498123
798908436 119153430 11700181 684194886
139370156 884343747 823447256 683936755
961669527 639690165 585098182 396087246
153737334 573891683 774553564 121874798
72974007 544091918 206881699 811298034
399544684 458540242 971697554 954416957
261200551 976039550 277946660 957147379
702453210 237485248 16008260 195692968
467967664 598784903 260779529 313809057
810757422 176023993 767342648 288434153
297160168 447454029 504179891 579402918
375831958 828864068 43827603 905950933
189470370 186644630 339947222 830669855
845415082 653255365 709746894 213913025
926258965 154625986 78772046 62200405
418496461 419056318 340749958 546731426
549838832 273178067 511474544 760586442
830637513 542259451 928143422 119903564
430343115 709969691 728654197 521268223
235846666 887119522 985427536 119620537
592355453 130085127 936838014 753427462
24609120 453084126 212146623 99862768
272645689 856637604 302098299 426095345
758421856 127345173 39773656 836664817
359860059 896246337 709937864 636785696
533035848 980007366 235469610 960284305
462314690 82027281 207631320 595065794
981624725 562418919 969376678 373623233
365833678 346030553 359734857 250510015
792781816 783177369 882999612 403946115
425703518 682339387 286803863 599388013
999816149 9922712 560890667 591137404
946123355 442687377 787563597 476273717
216422613 328692582 295620599 884928016
511319934 207175308 564768329 786648128
688465997 826485145 325340977 616272498
207306857 2450992 912444498 867923707
458271539 668480825 221962827 47828353
413384084 676630750 781662726 967865339
405073910 439581132 917005737 721974963
