100000 100 4
899779316 47317108 940907813 568501779
161554087 816025225 600999046 266133598
306181053 724886876 10875493 508621377
576041921 248086702 801876645 119437059
930720147 964336709 251205810 113685579
909990249 75252867 965286749 968418621
804900799 978915612 874366917 445512843
23960104 392398933 454949609 395072101
398685903 829909813 184955139 487780059
166014037 326030427 769739328 975380685
132978738 242932771 14445382 602978685
674753000 451917369 227309353 235468109
219201865 421111162 301681155 219198135
484727730 171608073 837418155 549202929
673897151 417934035 920772801 34518898
588902433 445324154 478649930 602494274
171298634 822104541 945300239 513287076
731755431 257107124 977108100 979761967
466025143 647118662 711316561 702419489
593202276 424201659 121243746 342316097
343009207 338134264 350947506 570853769
681540681 944584364 354366690 897329166
762233820 647381265 798697485 934056606
790252237 36364064 810082646 924134105
688324990 293917652 273976940 987295370
853019546 906874242 443901199 467969556
921263334 972393239 330471513 536989029
837320207 324927572 672128996 240686193
656554239 412530066 692083106 458660896
199284562 45196727 757413683 569416524
773741298 971249931 20871705 650065008
521783540 798302604 796666354 699590714
293688386 103847515 952137705 823581984
795622942 367220125 807073443 656842090
903574861 962672352 149134565 75346318
27921428 437442737 352829208 717999861
541862071 72480573 104451532 70550492
910065461 598335291 79439969 723082094
28493593 200169237 738683294 273674712
309451709 311288247 993375092 28894254
423747582 321944779 142661577 720981428
550361631 194994391 999622547 200491566
616634515 498452139 836463589 842018275
923435787 660712568 622786119 892239529
936205843 14924302 899387420 556722907
480350896 947130043 682597367 373409520
693506604 522129082 789212702 528401844
530257464 922167207 318912723 344801477
321298885 54081729 240855701 670435357
522809165 66499977 910411201 372217805
736899604 574079485 403718437 531468634
599366621 232243676 413266769 893493653
229478772 527864057 146055153 56861006
108572653 874270850 268303184 930672537
286059734 396635030 899941191 48882520
379480049 417587155 298362837 820020314
978751934 143400274 133858919 793671404
896234360 421702657 927234492 314964525
429739311 328200845 932411059 549084058
378305306 544829415 570459862 202250297
152925587 394114626 838619692 821923917
721048220 324520046 168613863 286705388
776212575 925774221 712085342 593126839
586753686 912282984 75418079 146616831
752891692 955319659 21225327 31398142
593482245 963168357 140626951 358189826
584875721 65654649 346497463 959963808
369349838 530656184 279487913 260786718
658195960 196503087 565962048 566919027
876527257 214248241 72668969 654089479
164172994 527117851 951137712 869050054
652036292 925542698 369687093 683999555
695143632 132432789 401111711 860741460
522147041 867405273 940135608 824972796
533946720 40107508 279363794 98279822
749055287 862924290 782764032 146625433
147522231 311625440 271117878 546368654
967452344 680788768 522943814 731992297
298043698 262070709 253869463 361323929
384173051 121667130 358847200 85036234
412670722 347711213 569028574 769761358
895528929 884260357 249019531 47975373
813480908 549599169 537976004 790370864
575362805 249373369 45650495 733287276
583587630 582301305 267786196 129288609
242804277 874495709 202413717 51690621
820192300 950824386 804920728 573025200
813520476 607201378 581936621 37587932
714194983 905815590 264659739 305583536
768748909 291995664 395258168 427248738
370104523 998747220 559459862 127920881
686878829 657279758 648223009 301919092
754948413 357202754 667967331 247167912
400414593 700586706 455461958 583735324
946100056 573203830 741930099 451152352
303826360 270236473 816103383 327270944
205018697 443176300 52292694 749893755
522215629 556150927 18507393 228372518
310043929 42779463 795408898 758427756
600104470 491476115 173431891 559871745
795928598 691628102 133583745 313732163
184710158 58605411 9769339 740437096
381262116 796915745 554793174 716097759
24199219 11296985 171545126 163756832
441796166 240823465 869518887 83695637
276955070 830058692 721986816 899245518
778840795 572627785 691696253 928723101
641523611 633622325 378768207 73250302
77892539 395944283 161337235 721736215
767165160 165208202 547419143 885108748
628194375 952601747 39169918 755881843
261536422 786470107 479591164 33481098
746406272 224990873 921868885 66131555
71134089 618377508 883468613 385004658
681318533 124261456 526702133 121277724
562355307 1155281 767468240 451946527
624348992 141713763 623664486 807864018
731892916 753543296 797307173 847120259
931408885 491821996 424137110 818961670
240943295 733471592 147461170 962477535
729934910 890640135 604744457 61201556
992325070 99482548 540967940 133577885
915725067 208132644 678691088 751483042
419823361 500658015 978143633 59190437
139938944 354385779 368430468 228804420
950427930 15707717 992726063 388901143
919909675 968409050 344223845 370751499
645038214 919006873 202124454 756388838
73252074 806842542 246457695 667758017
81770218 980989334 977975528 130431059
407115753 364065358 963956394 103061939
46417858 524884295 998006667 883313550
832239238 953132771 886090286 420806750
24452267 762452529 344298659 487988134
136947891 517817048 11998797 150090381
68076248 452183158 676343553 577533144
333423680 732503917 19136094 332598662
275202496 486207644 133158973 958590701
251377718 91106892 374931538 467017361
488784046 521894286 414984459 686513973
497672735 965662649 292424301 853105031
833503990 479835792 458732645 956865570
60058435 118711069 861781832 170705600
665216181 675980708 512123058 401220874
354124668 951733071 972915712 506883605
304438009 625599017 717853730 765988857
70628538 505609978 910619845 590747127
941527559 376132408 54350964 888574858
157040388 627636696 805433264 788892155
134043283 18266120 9759343 922517018
109146393 880377642 677054670 35793751
162981052 644844941 187019986 50936097
666435568 46628570 105800935 726964298
542719737 384449071 397064787 632866961
307705181 966168905 409497820 470921470
411629359 214939336 941894050 662805463
517060322 520389938 265050502 302896962
140068300 80345062 566924218 483535755
666648113 579484994 596891508 88816292
591301323 474749604 142243157 861620735
567084844 442451967 349460651 360001328
577919155 319369879 21137805 459664261
545318134 629251788 942072071 870826254
594435804 359276608 775838765 408786024
43099502 322542602 169199017 454701201
122890319 332153033 17168202 977038235
683482901 572275370 44453846 451636207
228868969 815760100 472001646 200147695
795879859 332789750 72813617 152388535
1753519 632439900 996454606 581408057
655959645 318296064 889492890 779494630
21036574 268293786 112508693 860655721
431323266 313658916 701032166 272452916
818168411 574223758 807078792 654847756
322118826 603643415 463171834 622681417
271100614 402375078 799608172 732189348
29088365 307680418 364412068 5518312
630250342 157490727 880598078 913171155
358094399 854520108 487627751 450698835
660884568 435045513 836200455 264036274
918115831 447925704 576978474 625395609
178410278 84749439 740449012 981821004
382314556 932613228 33638380 626411216
103965366 727627783 653820040 805454641
135992846 162234648 999532200 80487370
863224432 662079283 455865243 142408343
67916534 853346297 325913025 793818406
981405730 662752053 658334439 514932519
14294878 520102191 889925872 336993749
911050561 797015236 83164807 777707698
734540894 250376799 698486643 783040150
858349234 475405375 206706736 751202446
92633510 380052885 444506293 455805430
8827506 442568402 764856341 388297846
291521583 42641 123061338 830187831
521582834 233253028 16026843 521903280
695951599 811315479 911710639 936206234
92553671 157754650 186725873 796998735
904822887 188351426 725348361 596969932
896744559 842800156 959902626 741527499
559367441 104082996 392575982 536840417
286643258 635247506 960743308 524228684
654416066 333641907 876343559 494275013
906058991 126051007 126907054 109490978
272937835 877448318 694054691 295867663
976463194 746774921 935973505 375384793
556195810 117637645 212250635 645818974
521599924 424462730 359544231 907393569
40235521 738187372 639322110 155179651
537782299 125603903 877990882 211629022
930111139 879529645 86403518 553379239
884893736 961543125 951987165 317111522
93970069 299124995 382061768 921689580
633904019 113695614 268377921 238789432
372427593 633558673 83859185 919350906
32359273 213190887 617410115 254213924
10729750 17284460 152867758 737764033
131491715 18762421 42104220 891066536
816062419 20846571 431658865 573707229
408766642 873493023 609908365 735297487
841333098 158653826 984263826 501068377
893101698 808333017 70090493 217317121
369248954 358686612 618552657 852601091
11999796 198720250 293992549 535254117
406695427 997105894 867970602 651938986
458196558 563857609 304895748 707147802
459529912 915244009 423356703 545593356
66551310 217551893 678331341 215965249
724358753 768693861 151436903 88560439
893708434 283144704 726300619 165456724
908643273 424200332 701062185 75127355
434203037 700769449 470613706 490268987
569997329 95072694 692399279 476291885
981275373 209840343 749729095 186114364
176093543 578047479 300204127 217381318
386045570 992165734 407497561 211918967
34105408 844153315 915753242 605320239
652493885 177216705 630649137 500786836
561320900 683898407 172200637 888640031
392042588 707613323 508464679 937322271
79040303 561782614 394628627 611917905
274971276 889536981 607720205 712363092
189253876 470757620 442765416 492312816
385427609 794635384 839554173 729170214
86045339 353579509 898247170 967987966
489790806 651450954 820460860 119068469
772879128 943781345 946964285 210739779
928728140 371508374 589849171 406972533
831822905 596759963 593628848 195996360
847401324 885963370 651452847 397672664
740082122 227651653 202676618 32241886
296282947 619782815 664716080 854734468
507403134 519316900 456433847 36967987
2952062 839276747 220671037 798832628
135952476 808086797 37487809 910225341
536786783 365127067 556763504 565621239
259031100 885294363 92959240 739395864
990417900 322928308 373171079 332129327
440953058 8039881 405673256 677531560
448273378 11542293 702711648 509395007
807325864 397303440 462175912 421324855
140500363 956390589 306205586 462986484
853864490 238403095 814420036 789672920
811109633 707921782 803507193 195659773
904713998 83730257 22370357 392095819
969404019 249154258 77197812 462959737
328391301 778275183 189909583 993179886
941775412 955031984 211126298 928727759
36362810 482730206 237608872 926636592
383599665 775330336 328123081 979534914
232360745 534484501 45853944 863481031
801378152 453007705 409396258 848440489
966805577 77104332 351220913 836555789
619723262 783293190 142884038 192035859
960829689 385190246 679313196 566925085
639796387 918324246 106700959 67563809
523063880 850533082 721021162 196780506
459262227 448877998 755705384 417582535
792562666 148347154 624056153 377695659
160333477 885657280 782880385 780732460
670501327 472936897 331157996 745070497
515111035 832757974 259990800 412479940
345821129 97041426 701227781 231470366
490852734 421303535 363056577 4805832
978525730 717788233 440167972 540295436
509323576 226095426 196006016 821867842
772014556 656928620 113742097 54899340
165813864 303456399 823463062 282524089
358617056 124476101 315687403 769127075
610437043 446841707 353893611 640978044
480326657 186825640 479013489 343887778
10635694 41277185 528218504 781311740
324113595 273295724 290655122 889940425
610257396 427630968 618295266 677734310
939127772 265302774 678897026 650643749
829146825 816339315 308430049 964296633
91114031 697473091 852627252 135377670
936999233 867227143 204229746 506432774
982133499 721786010 526150292 643271084
357058535 285274543 202485647 18127972
779871373 247980927 315818164 535574760
239075075 660628248 520375452 599465923
936537115 308763668 133873180 110692365
556869344 891579082 938245922 625566764
770532309 923228016 122226224 911779965
434216776 97313960 32177075 749809020
605706951 871593084 450798928 670703334
245831747 339635357 617213661 474807061
131457652 766804283 149545693 907693015
986151244 405934088 994494698 707138252
81895187 912393875 428596176 392878738
438087464 3729786 137907703 15659193
889375508 668273424 476110763 637746708
153585509 905718775 772036000 173410303
631779851 106721045 681704972 600123887
672305365 27609915 375098361 224802616
693311974 303395068 41654574 776908938
409951020 488544483 720613188 476109694
40466805 705476907 95234105 414576310
482066564 722976731 353034723 694250888
133563227 508477275 231495572 383261468
393142375 116141452 253856481 906340090
335369117 736590806 357609278 770754789
313449084 989548605 734218707 5538345
974153289 630674870 92109674 272223902
753321680 466587002 288387378 874113542
424935576 54359717 349546600 635024279
38941769 769670979 880984474 81133897
729416432 485915073 313420239 879390250
306791560 499048528 11612184 218935433
424057907 659284102 391117496 729308031
491493363 495927580 566896175 372839793
729061731 410546552 924664721 106964434
208526150 694214612 566850168 949393934
199248780 337124677 475598514 445553989
285507464 352373297 663767239 868811990
24159445 728018780 994423793 620471935
308575568 420828821 373060785 291462259
698996534 587804289 135211133 434394764
399968296 845734332 232076895 324143895
139129056 645251993 754725282 481726983
725634668 83950778 992874303 963712858
591675108 439077981 157487521 720216934
512757158 768674999 425721780 721166136
585173058 991111525 924849899 695907029
668102153 469275765 742945979 925459389
689538475 649182463 385493762 272061205
228058503 363180717 573746587 658822608
23377080 71430081 267996834 171323642
267290660 169687539 498716479 64953469
607167945 902860342 508663778 463524724
360881945 963114661 616084999 386256017
696999851 732913250 797635303 326224120
969964748 647774697 591058587 229548278
572088290 336112432 452554360 110182190
183891653 908352068 267846216 304758668
472389925 222550591 367037260 907563286
617298468 230811684 133386086 699291426
312864325 78934285 835041013 166530125
982509069 259100807 89586022 80521288
174143489 257129623 276975040 450794853
585350829 822726305 9545890 144307035
277517334 528020387 132453538 424198854
209624195 510542085 672287584 433798260
466747348 960223918 428232890 210607991
385333148 452416378 848059869 157480740
260156221 810747646 820243128 652796558
343374609 901689636 47109856 582189011
878932131 550287433 246139541 481035972
234421208 614026862 970367251 928154023
882137177 195745326 266556009 157376077
304588367 345688555 394553608 438167523
190386239 740937992 189541867 375769347
875522057 651668344 38948611 649024874
611431875 916173935 838536275 913046951
705227821 494822864 334096719 533554399
934248926 973812321 789174194 265590157
764506326 803293397 84756003 737344310
442312663 999304211 19776097 571457227
318570314 264976834 12074063 42469927
218247817 215337975 938476012 244730357
413249671 799145114 925470474 619321999
482715509 221244171 530977371 227495523
871785074 367534655 716132039 550277869
146382573 366930314 966639719 80548762
232296522 582927767 3858436 965741620
393488073 841581903 419878678 214204618
854257624 28039241 711839598 502510063
636640794 88304949 348680440 688202607
916126979 178935445 766087981 684204160
771854344 671716635 607667074 188429478
55335660 177538553 807589413 50525879
284647775 605059776 27780283 507013016
577196342 861633221 270817014 90535513
659298580 807016477 220785496 448986095
372201906 468424864 466860494 181570582
377877314 530060677 240179973 642272699
458180937 600852125 769839046 491765053
878768235 136294767 586935324 95770632
224609094 564056997 375854078 15589954
824965778 599580477 317883108 750101457
170887546 930190445 894857573 810055704
160928515 313371028 971822822 132129518
413528642 887901503 734521935 410693503
36817224 492212855 677255606 555892825
165879990 81577583 348230255 979587565
558079503 549730450 569679643 298946335
670754323 492686749 530530783 537376067
58878425 642144083 697031682 729501374
404215922 921389781 142903732 554312788
929094721 803497655 63548006 202078393
9387571 564707036 890853233 694941497
704284121 258477785 107734585 409451668
371670213 409620877 99398186 935652923
345621704 952395719 134302407 436179881
862042837 976316174 955486373 127756177
580955347 353794138 799341571 345864632
946603607 405681473 997063975 367202539
225709166 324467487 914263857 369021488
186662733 954331212 456786821 94627441
188417096 151560549 916700089 173833489
530555490 202013328 213557198 442917242
756393515 812081521 953160545 459767649
99052768 707100833 216281994 871226558
675278301 407520795 665436480 27894181
306093439 576127788 371735471 824236937
211558207 811589941 242549917 449766223
110584900 42666466 398786818 466724767
524355266 386139253 600824039 958395811
364036687 291888051 846276469 304092632
604959799 515261268 812168612 481820240
857053330 689811893 453442768 197484658
455910671 740201875 570269441 256360028
953217029 242690381 516889421 577423918
380301875 262066775 792871460 260448191
135953113 758281290 679408840 139806011
112001954 912149964 151217668 189189618
421790777 344119683 843982949 353237257
734324531 989367407 946866182 602249230
920171426 244827272 756487956 882383423
409865361 123373402 535655475 105709214
889667212 188834289 371372498 810451338
317662809 925600860 622246439 919960382
313509059 714610226 842128777 363615373
684234876 813077168 372163891 322560796
88711023 715577008 361237510 858488389
618554932 663525054 589584141 75927076
40980931 693185958 827722439 840136552
411369497 877071858 159675236 912943882
3735579 428565523 22128628 616485503
216367355 601580674 288624443 296719831
320561405 637843531 634382254 805465351
718868938 401897235 174877703 847026177
943362007 263682114 707869806 178786291
585306623 742992241 310391068 776148537
469809347 924460508 891972152 442651193
985075163 61997360 732001641 58661891
329839431 213466379 627640071 107170590
745231731 659489857 609970645 259187366
849630462 476679433 633669476 645151544
468911759 351309601 188784537 448889144
437348202 128945300 494799680 703063415
953858111 868266305 650708018 216220844
31197288 534648934 184843000 3707146
739465734 294859647 764988239 314453630
566391544 560032553 826998468 873834731
198261336 917297432 442166802 642015674
119126394 858326597 929077182 250431993
937146234 316888931 581748270 772050304
794837234 929426783 20307273 975304377
838070389 507729449 318827924 473697025
31442436 754727297 766669463 774286727
843158771 273529561 162709706 440626247
95499011 151994738 333601776 774566379
312608764 877037805 989590008 509582494
975466294 274259903 989564826 886142940
7301678 125210029 923088655 700170419
96176538 707006045 699560016 26578927
41513052 363701212 694543051 639810640
430301338 704852941 830196563 677718209
175796831 152733817 808956001 410180991
277681490 760039301 23887907 562022382
835459154 816599763 944231493 640203037
90576689 72043795 788568210 50979334
125302337 76054110 629229484 264519326
160971193 456764576 676496793 690451547
89734745 482149639 536073809 406239613
40020749 840131592 80561764 85661841
240048269 860218184 925595853 68896568
589487625 711617634 689672295 645519755
334248938 958597471 970117813 937164734
415732589 263855970 813631443 289833590
803941601 215665306 994885027 256295988
250414506 585515853 662690642 307168977
783833451 307453815 350699277 909314019
19655419 555434059 962879287 179674416
995319422 789066183 120093084 882347982
453467279 30690135 256448500 833193245
896333401 954520448 810394058 158688736
904583848 383432083 559390444 647087608
398637709 705201548 921707449 181946223
760446068 343849002 843203310 364947400
462913500 411697837 478269609 823452778
137025721 690508080 915215553 411413263
66457319 977808247 276776436 68372202
812582316 494308562 29454939 100355042
193786848 338288092 507567901 200134107
661333572 928684922 520945714 330593875
176808740 428084154 908348080 783515521
496352695 949328119 4659436 310883911
134348136 868243286 398588009 874184794
399211067 76662194 435675742 227655558
875945423 358777498 592387556 945415387
140212846 774835116 517038762 488542758
27598871 733494423 572647084 778816301
130644678 612110676 555442404 471512741
655793179 215681330 545195355 777112473
480968671 402892579 782890810 89585818
248221382 956772305 150855203 232918104
883774941 140528141 124986502 870605172
309910512 749056159 245123763 408093460
223340415 296711962 554937729 684300297
781990118 196639674 669369048 507053042
862261694 992361335 274685104 60735717
521865105 879892972 628668348 213177045
524100919 858239987 336378275 602293504
608741335 343921554 816166091 698833765
218651523 810900173 126773702 90735828
386460470 855819162 551323071 587233324
871593054 154462638 280721435 751468171
143364455 755248290 813943714 915603132
290501347 966123352 450655548 653588991
320195819 292436323 151016456 946942878
617850798 950676583 298353146 655614396
517630224 678892949 10168933 509393367
893611483 717945328 825083738 474090889
306070920 16798446 86388347 347276278
637758937 470390771 425226064 655474485
682092045 567138066 501475612 565543353
844755992 311966223 800247192 962602935
140259460 430984880 515754802 798466344
501342467 514754270 967474377 589520563
357112542 914439495 673381551 826287346
188599977 628168761 364502169 815261025
290268822 451505180 597119159 384665811
943957087 597642254 642260933 853705725
636529287 3185822 820740164 268239868
833046674 438378798 207276070 142501959
792593568 448792708 269107111 913302801
158007048 697107757 123236321 224769906
611666542 509867934 202653089 734454688
114707918 100827996 144309597 112236719
262465543 751744340 967100041 889861045
601120644 218082911 283006477 204218317
963516384 899691822 917322501 642060723
99687835 646722247 278926516 900996340
465212586 365672554 890399917 850127556
562598146 508585367 936191732 460373386
146985679 358585429 581886853 389046438
463630616 218279960 234919140 151528582
492112723 572635840 492830480 886836785
916102312 341224735 975805227 764805745
881759074 612227534 696649423 717832711
329750498 770416562 628001068 984897107
864274730 515430015 257941145 985145930
517784696 319045342 553097235 173929886
779854358 338693724 800234976 356879564
285346946 414750856 474369719 46265389
382309360 695749657 536574300 386906058
579878349 120561014 229993975 8023381
240935552 926543601 695951379 318639649
983331386 467258435 853134213 648861906
795314972 448306173 598119247 678956108
981355119 471260412 534199510 808872562
546096641 241434038 591451424 795958441
733655680 885000268 496836445 967457658
598569481 769264882 838651198 534973556
540445953 191642643 58129857 274908973
161059817 138982357 943996089 899906148
918253418 837053759 758960077 852465473
660466736 994409776 362659185 464348444
960745749 977750601 229118388 915809943
489098328 582880934 562345194 535874635
427980729 188396316 470147653 117082461
955299984 774956516 933583409 236127346
762875437 485816859 759245360 102267775
29031198 826662298 328223022 644587101
28173168 515756653 739165142 921643050
889555544 747583078 656000269 437563854
195328916 130965275 617715355 348142157
506056894 810735042 682565581 883191507
581013399 501767410 177011468 602318801
560201514 757285357 331352849 355173232
263454117 201351785 159563045 100528122
869522589 645124048 659293146 982922663
72487909 676572 480712629 168582741
98121445 549823765 118457854 808672412
111231248 555789283 852225979 81638426
155255704 698965187 827690126 495046882
739190019 574805860 111522412 553524630
961964539 491634504 448536880 329913755
470618344 123270261 409599835 189817085
931671161 952016486 10861610 952247162
955590406 262662117 138021014 849368770
212242982 900503690 228985324 793160085
983699875 35251576 268822680 530767345
554042420 972658712 222555039 35051402
172054638 965354005 686512361 835189655
728338145 412051557 833690182 669730721
841737732 63206119 355179406 456278446
649369391 194221599 73938774 342777714
232019224 981197513 975370845 389899025
272176257 953740299 594837360 775772847
180969670 972263952 725660269 165466646
577575299 392178281 161573343 470119582
615699809 884736249 707895751 440003837
664260991 806034190 309922997 400706147
860977489 467233230 94220338 534279514
712483866 43405454 954121631 840261872
977645715 586020543 587308530 385709217
564992708 935796321 493646187 805999859
149664056 661357177 626028710 635775776
267318679 357793977 352993497 643778101
510729105 588792773 121142961 642314997
458953237 428630765 207321626 27318843
80475809 893577918 29536904 190241287
648726410 370812244 186282602 757487567
109708926 220177791 613490170 784566947
585828298 892622221 740536176 162939191
901324924 820224345 453450193 652845858
851208737 529024959 330956287 307115141
352888610 964224940 402589303 758917931
254697439 74275365 716705408 256437089
13827409 974020608 952447002 434774142
943232408 281338565 970407372 860078101
260970831 582382603 145707024 224589831
697873391 688345918 828787593 325316972
181731672 322696187 218911886 378025901
441365175 861461437 820430269 27776369
986034067 185152723 951459506 544949138
1315591 504103183 765753198 965426025
701369831 359308345 45592540 802521753
969310808 338921749 693293608 163850018
549469187 676388702 183873743 163065173
27244993 720325222 641812704 298032118
841452850 851139386 262254100 519227298
610352170 873822337 797459261 128197646
811803544 288048628 25924189 753478718
263506350 418779468 599746674 968597332
241731440 473469107 325914209 455646191
11132683 812524254 807332371 448228233
465403992 334908946 480098503 117109458
987320053 648923906 692892001 320974092
437257955 26284116 374814739 992146384
384010932 487247207 480551320 103187057
391848046 157379237 524224213 468067754
103085463 538802480 454608643 318276041
521799162 95230250 251618913 427785516
332238759 119680987 718087555 198936880
806188241 407010599 923512653 562052462
432261501 115283421 680727258 71444582
350731715 111943905 826663562 825655608
894953631 559367536 888300384 868200980
539748982 450029526 737965067 782567592
833032673 349804551 624118314 303961487
160536061 164875793 543309947 306389176
360996445 771400508 769285321 236493293
634908811 65003779 418700550 703387678
318034479 205684643 767149203 637098566
365743008 355076375 365117857 772444982
99834359 268118971 903542722 898249727
631326571 351516900 383436972 594468185
680708903 363719988 602506798 815734857
670372305 302431210 552372526 334216559
338817426 814034405 547139282 500907425
115729125 373717166 627424646 920733292
633658116 48699495 725463323 497122560
902824975 856454237 167137802 400112227
233197814 188506864 514105899 251510788
982030102 701613219 606216889 782908234
52023984 196135663 711105121 745935030
638036186 361835438 513155806 178708607
563769432 966882203 496821248 418197
151391824 233530290 337181510 717579462
568141998 34272191 884618148 38401407
102692231 47924067 322471741 654909498
313943889 256824345 147955571 714744935
251981797 482084557 669746454 125852448
538507592 662359762 233039701 385971562
113801598 96804162 660528303 895126609
533792593 930461521 834321944 406224008
18610129 822950694 808068327 71469227
121731366 209893146 22265294 983210838
734793042 292435975 844532245 235113473
44546242 632685098 515814154 685267670
647313414 647909315 602245699 947181852
320786923 651360227 178068156 51731205
859810259 600890383 104341861 802763085
854095202 600368386 46969385 197041479
218982868 294888733 4520824 117817728
824274031 240972060 681393822 635299128
929578285 965642327 644805462 755420346
776465690 176580899 66553235 90329970
511281012 826860414 347385030 986333775
286468193 894096992 812716940 521869679
338197726 348827468 548625257 789674732
165069249 868621766 485102201 237254332
784361925 657409241 728888631 728534466
443660947 701055128 4543930 718768856
283048909 486032076 744456234 876860858
534670279 433855809 717237944 161379885
455320630 910991625 887660591 344790278
262157548 307795168 856445349 902150973
106963934 411359912 236501955 758686196
899023331 216073163 583747888 970377495
621370623 943373523 388474602 707932143
346812791 62557820 334999176 62848142
925503940 718511726 907653017 373369616
817223574 422937622 407087315 12652077
714875724 125164286 256992984 899206669
421435835 807063915 646569027 491105961
341860656 174270349 406911352 628802117
724757879 917814228 737762694 600494619
326683392 568792330 131367429 612610601
854891937 454462468 434810766 793629674
595377603 318892935 383119380 519131721
439626277 679913940 660120095 922735230
578679559 715704057 384655008 408074444
468084917 608587301 100813182 119758592
222633351 991187581 253925969 6337829
387456740 443553314 539272423 474571811
430428201 825739514 386169916 347337994
241575063 624729908 63174975 758674774
198203066 331752543 847856792 718293378
596954236 723081855 953263684 972014929
828121021 343999286 456696849 68545769
219874671 908239549 877955665 861565811
4451812 953416214 104020821 512750585
258684732 834942260 153581849 608443886
29840080 768605902 936488293 625000331
823135189 12024707 640345690 497345328
639520968 922234555 695083230 722161647
390913323 178519962 509285289 818905881
32114861 318370139 997275551 845061862
196706093 241597337 450772830 906977733
909799949 406447682 836809524 131263237
698516820 64925859 964326438 746927477
323859876 685140196 581280182 581737654
959900723 40166506 282373399 73579446
641676464 797056527 901344298 146400323
