100000 100 4
252816494 305976113 399393188 844812669
420446730 330722183 548454524 6225287
222867658 850634658 128343866 757793569
62099632 432363432 767248521 318590985
316091541 551432310 582331566 668107350
411361336 522894693 8744650 383471226
580844464 399784950 50994382 696456071
355150698 520651492 410334914 435172075
183905319 719555986 528073556 209206670
531717062 339442239 553929183 772074020
677115093 564057721 769628977 428878624
549620526 539886735 656351985 964026697
681758938 899202030 363953859 736942520
413122158 141165339 799298224 674437085
525289817 792197928 86683733 564922663
890702413 301292404 947447598 532535894
521513880 131746869 260242367 58783462
945074147 213027963 553379647 660977177
993539245 651233060 246863753 141655686
41060864 257232659 853491384 762939189
941602221 538117804 335987542 167916955
89557907 890753997 988505710 426639724
725002022 207492126 734219994 977011332
789836446 203980807 611687681 443461543
434218150 195325978 871188454 64070965
316799947 603683915 654039783 580058452
268483654 71003325 134438934 350596602
722450136 140215307 94109501 607523463
430576134 458820574 166092373 982606692
477716501 228389464 629417831 656022282
888706334 473217230 347652360 387612136
818582729 124336057 404212133 748790760
107321056 856648598 435535578 343980884
585833131 190232555 805946713 833248191
293376187 730601898 850374998 151322531
218653575 169325092 300225948 325233367
550855636 401056177 313845096 619739036
742535858 687541286 656226427 255939201
679771250 883339002 824850878 639295463
882932217 386465905 299348504 458284560
906384821 704174744 897085637 692520241
706497467 480811905 753367356 605034349
590871597 403476342 243130628 179322671
144100199 896896145 585258727 586360683
359745634 284485561 187061303 41676958
357067329 416569896 699431457 703860523
230073340 998733368 442816509 186941949
184036103 175589604 864147248 686066825
625097811 773431993 947558190 145909372
762726264 2735339 436599865 192652262
534028470 580068661 942053765 841406487
128493504 467996793 499042123 509241475
124616005 656394791 802815124 816991202
217299783 615374244 966513890 480860085
144636328 755032139 825679900 505487801
53626206 387005645 700160308 396904005
604049035 337141996 575698703 132692779
414051226 607185367 701317721 158752276
146714742 225351982 950414530 219275886
424420120 701933257 795236490 389548230
872231802 98857526 173531264 401216225
552229424 245792407 669059139 392209034
38424843 508264266 348400798 138104301
53917427 190109186 806454212 821051539
451571834 419324360 871555113 785297684
828942175 249943777 8246871 886387290
979809570 48314671 989771099 246255478
894035921 185550282 456213567 231692498
499122982 532888498 44169539 234654119
921888369 663820868 566942195 284577833
237567554 167669973 91923572 563735018
290481603 686449625 328499219 227092668
861866822 358587528 650779444 219339564
945418935 515606638 726076430 499304383
705689071 763594733 800995552 783572135
369322893 130880165 533388076 685731544
970470351 741482747 505140111 206721193
416594839 255628016 95124399 531443701
274423109 318521857 915076027 179699399
717339945 274928872 668552396 938690759
20042527 420559773 361091560 548353779
922220894 345486116 984042644 110866602
744580348 479108605 396802388 89279487
836966958 657578194 912543911 157345685
996538202 602993267 630314873 412960962
100553034 582684643 60505344 768189879
283226936 609966260 361361014 514267400
503645594 849071519 208306033 641483782
156934759 840118799 688531935 352588983
24330423 298809096 348920613 182629298
474584691 884788968 932032793 459402127
731189192 276996340 34986594 569467910
308181363 419362473 807890662 210926716
412257785 357248339 164409924 406129531
477697388 47552416 130166355 697924920
535523933 225979222 186109221 335043977
630162289 211099626 231390611 710465524
239533034 417630378 32719949 335645413
982257801 920147518 462764469 266487543
753280929 141411025 860525992 153776478
83377805 796320624 94673325 398608298
147112106 458245061 360094330 410345136
322312495 600000479 961368676 355977461
651662627 226651852 826359840 2876901
185495922 797118156 746175159 54567093
732060875 218343513 731831076 579731528
399372790 264348984 338927869 927907424
837810676 75391213 827695446 999036610
890269223 733552102 432072708 674955839
726059798 401512980 242083744 657258639
601168003 854714354 982125556 223394209
377372542 629330941 817245025 938355099
159681099 916570725 32638492 181015838
204921660 509297005 3964814 808557684
380871106 837936530 886085303 475640734
80211906 41137928 600918616 457487530
224012324 57386228 685680563 160573299
261122372 630315469 129133787 442832100
542336678 165709396 62195114 837104018
893805452 892380303 297926461 107840136
311601222 71297441 563915662 180591849
341932532 530316709 969876214 273779053
826529536 365763321 228322226 751227414
801205028 336947491 286183389 341166017
50205479 887774237 379492982 731867015
879273404 632683321 660460983 933974606
198467175 815906658 502605265 269012823
355965982 990616918 623360037 960029726
331921528 580394497 636265793 725547865
147057333 657396654 969726265 307312420
891109186 462562232 835577342 857811976
910147465 701272086 752823924 647264505
96780911 956447195 260016258 393810093
465354694 507299747 510157398 190949533
657926988 807784619 530311014 832531301
86637585 414157468 635296687 84494193
861693071 890252750 443032191 968974406
202848981 63563587 290886319 274560195
773344823 309897028 320553505 184305802
248843812 391876790 85013692 188830193
664796019 656091226 935757882 441343544
806372490 291804730 919707483 486263603
73838187 716803885 363717408 226711229
204605662 641925911 962538394 676517604
334967495 160291072 515223519 997007375
694216881 6529952 575272773 12009374
861566282 616114747 55051396 262973358
181509739 989467900 455751117 343994642
423722782 781539733 546111816 980638053
787454956 851993607 905090009 304546529
33007728 417068430 56195092 67811926
305036801 954365060 295877425 696730724
667965352 951254348 976913309 599630058
211768246 419803835 183206037 603610289
937719480 304272889 420816251 524327242
869556128 779348811 69759845 177741601
821929383 671898108 780984093 576014540
590731222 829706337 12876579 562763121
174091088 664606373 826795959 40856134
960333758 449460775 736475968 340430895
328810421 649955882 3952913 247771044
646917246 513845587 83406102 50581370
516256813 572500272 49345552 627079994
726269193 612385010 848967338 461342000
685240651 432796464 629976145 724069188
478140632 376878703 739651931 539139668
567776266 186636651 150124795 199413224
35481606 926814285 337226235 502418189
219549910 431756195 335877904 699031542
818868606 948177367 355886671 682008671
876601775 833492595 975069806 623216302
417316150 467612452 510798967 497105015
625341038 579874932 377394432 67945319
927428815 622362965 648663912 72298360
318241150 551992257 511308872 449086559
17946987 255779503 326921140 406578479
549325118 778801056 558067725 843078331
860609605 914036219 635132868 34539204
612221280 539392813 906964213 197379366
345369871 173752899 646234873 622293733
859492629 694891637 672969613 48281086
443602751 42852735 241359726 899689027
661663944 842431094 720269052 66151455
653256560 883154126 260427219 67663521
479154744 830188041 313328710 830927768
853590016 555762823 96396634 388722235
39757883 899300832 711155276 970890050
220419679 809127461 784620483 320862489
637086685 281219521 469711144 147538342
853507183 5926038 451460856 280576490
65993089 691437161 12909000 139300745
956562874 859399770 822959733 445150071
918987924 130557556 986000528 4708069
554009160 362023622 992957514 84363890
542573179 833839512 583352454 81518699
214276304 853710780 708855864 69894551
170454636 161767049 771255844 288670714
617300712 918410155 733485937 946853630
923799288 124249135 194024888 619679165
14265694 870665677 637570733 628610147
861108077 404672019 249560154 397820413
504324302 329635443 891616709 86481451
644857351 42663482 284077810 672311878
148536176 299109863 203633525 886840117
10805046 842329715 145142102 979742417
423960087 739792994 173542068 703604888
329712870 82410105 421414601 57358378
885374672 353798230 576896092 298973991
972341970 420678434 969128970 619466827
297473847 281277948 330758458 582123174
171342694 846874105 579542494 587836520
700892211 126537460 902368840 158197281
727102390 992194881 419488054 661932513
396049978 613106265 220801138 679987605
152470558 277608968 871285680 917025963
99788078 715286131 909266362 596963473
597583319 757728561 493527902 734033274
935483631 909094157 555172561 988620090
836039216 12268269 276898738 572210628
413049142 98939479 586108619 103908449
577769145 920859056 853910179 386003376
14835452 238386420 456791392 850263229
506039150 572767600 232017217 27204097
577699180 245026665 114754368 787691226
635700573 188949009 936054707 999100306
722566271 373414525 477296819 44800366
378917092 633853250 627866131 961033373
800004507 794501558 847702993 899990227
10838809 693110061 516407974 617879419
795017030 711039748 360195890 123229211
666115919 202563643 430943392 72159456
662364895 438414613 21465895 418599902
132376781 699293964 949144524 48046232
586112128 31538442 807633933 258033096
352041601 192860350 49322205 454124379
556809270 87074925 935976537 330675612
57576278 24908953 904692017 618461747
977265357 877303651 229896291 403873334
595933486 805114373 154461332 517230023
709326801 877220901 845138557 873943888
662994537 482047733 117032218 498682187
323121766 319388352 806289879 855051692
907670506 207766288 197049618 346014535
916976393 991871245 3744045 89958235
57375814 527132977 540094840 708897094
269380392 136330405 896771324 623117829
944256002 439185764 996071915 767777782
448627223 247775356 918171999 411817691
497414694 590147332 684861575 620821882
45166160 455040686 41242225 746379314
349234120 126803846 263473219 698545832
946938495 457179551 576762619 428333442
528043653 831782590 182845136 19663546
929852504 22465132 272958491 676688699
247117366 407690135 138265661 942786770
477685604 390506138 989059306 848721279
982544546 730008186 705720439 245917330
664567453 619471257 757322652 999910043
672264598 382609993 233931888 188442255
445458828 206257202 985463108 819200485
308094447 853493079 591588244 514707766
940404966 913777384 2951074 142359123
41383348 498549515 422977977 707028471
558648003 170534330 540876250 232214508
111555583 728105520 462762796 811815876
522216501 541086867 359376430 640574735
353639300 396170757 251244468 217666177
309192741 74099325 670643163 844263882
97054124 57954669 960406881 683080426
740587996 727886701 52837476 73336299
932714135 755706148 12897772 993851074
654280673 464867345 946876329 679734678
26724820 896455214 620263476 189850827
96410773 33427994 6294708 555725025
736558581 695579543 857415594 69287412
197572505 276811591 988510175 481087129
839459809 574978793 824657374 540670499
842854378 70316395 841150018 360770026
82696785 472389145 185971673 24420743
795927057 820700853 682907052 372284324
679330323 569765280 577412672 130088548
977242113 842028232 839249946 541324922
551855666 862059110 275486368 561563005
627903674 280979106 536568191 273369074
745750739 145014660 246277974 743430461
783279030 334620057 228448439 396992060
609754790 90743540 305818254 381783033
327278242 817144751 888637666 372452787
373839667 252519111 380245790 563733470
301504008 211182246 494394250 735385001
159933316 282098038 491238670 104506203
46738954 254975441 452356267 864732319
144895675 18925671 685813098 113794733
53624764 809977394 653247028 664971637
811682423 851544009 478530137 973954356
890504751 313162062 576453769 609248439
720274260 391715101 930928995 686112305
270678300 825280613 481643581 882329864
24997060 21375545 702727669 586345345
516967539 523768573 517593277 959994944
613707475 231630030 297411366 821898069
706539874 784722834 725106067 334025811
693634411 811179381 790922744 577269636
884707270 973923687 659183670 227843218
433112323 537623359 654860384 18709099
299407950 417163104 190580375 52261945
546781757 868252001 701157540 365690528
691784039 280873196 273532845 343954598
245834464 157264601 386323579 997253889
552017729 282857642 178409492 214488024
918656656 782991494 673485854 645870494
208391981 716237602 728167945 628761482
381961646 182468136 107223975 174112498
886846858 842031295 939573373 230639086
416904146 65719361 455020444 323239285
503653483 585528738 392376927 513594716
852832655 967752247 168492717 912006175
598834883 413303765 663073142 409441870
82701880 890463032 52071023 641326236
398403396 375221069 146177899 137730993
157490733 251775025 394831632 674030865
917818669 824782612 303889576 101060587
149577201 364505268 497933775 904856378
937719183 554696886 461601072 655519732
92878414 517687351 923592308 774084403
999148589 567526982 125799338 409725366
100302675 624508410 500157882 214669365
822245819 521774146 756761424 770518087
509717083 482574078 920115141 419944561
428137592 794913991 801283304 416988604
419061479 72434524 436181739 209612778
56470139 409853839 201388641 808095595
41189459 437122956 252360858 600664073
842279605 394722612 760504653 837856727
130853031 523913941 770007236 545558072
905105130 652512522 708395933 110307336
603794141 430985736 682142610 696940681
719935713 475756002 181019309 232618594
516611819 319098600 930250742 258320623
112776423 234557483 91537006 570757749
464907207 696710339 178617486 126726558
630538505 951605661 341223737 283717387
513368886 422099412 480276242 571683339
311348924 414225021 738780777 523345525
984466800 938412937 626510467 634249581
92750504 361314626 342691593 437033989
408135231 592387946 407132827 333980490
410503595 561559168 730928826 73068100
597668397 466155047 649232627 201323579
406355613 321181564 220473802 897815524
764832601 89632602 94466243 183155020
464526443 94445698 122326722 646009678
604123283 369302431 917602057 288046881
146067799 513196363 367443997 862730025
914018941 596949868 948587815 658679215
817526916 623632566 345767159 232460853
659451770 643437839 465097134 193719338
540713164 417898023 410635428 892950112
805602771 758268002 562712707 34884236
595200577 892705357 73383239 463470273
299541590 29984581 890909184 815995146
650715363 44812214 234616962 531229354
572886498 514506064 984089374 235934571
220710685 372774039 826418234 747024678
515764520 330790037 720808921 690812405
953290449 578099268 818611137 800739241
103858683 967288326 304827091 959945847
756991275 392243796 314188391 429465078
488889828 236626614 479652394 6351482
955771477 620850254 398812077 606071736
324509934 603422400 481615665 580003250
321216582 689595840 831611263 37969979
451928128 530199840 494743452 512007013
841097815 517605384 142121898 902867883
269649279 521097306 774691235 577547018
940926992 876536982 678911616 945555699
909199298 929999657 452498348 147165521
587667522 546309640 228639512 769033347
233112607 542261574 258810599 396419499
679659290 824792199 55042832 209506393
686294924 528472113 726736913 445193020
633116378 764289597 865808630 932656777
116161437 694400214 167339039 999838077
656484033 778181331 35169662 263444132
419901615 152965699 612778071 476106002
294694083 400358179 918942736 847099086
100641148 410076210 57447462 407686357
822219698 13133496 613746900 151466043
213718065 195350082 475202557 939969976
57075875 518074488 245955207 878702177
759189227 187188639 286367808 118243318
220934172 538588962 980566538 735908978
567098842 593392835 747939336 532293782
446303062 73741664 988153940 611466721
108801618 4171342 686238196 356273284
678919923 461949184 157529346 146478905
701729319 339541683 845846647 547391708
362395222 129632170 441156603 670504424
684978443 517739743 649606778 423613200
61583113 428204651 656032642 236448488
314555295 247622105 460629220 597775843
151305967 893669347 893635353 435128631
958945280 815150372 544717689 229786599
564517444 970637454 232674805 445891438
795879696 705372587 208623099 947112749
175780637 377520084 697663707 513349723
630837025 837773141 154938803 354467612
445646734 792522685 692478239 370775831
931927666 332541987 819488337 73091927
265661025 504876451 555968566 619933719
786917758 934972401 670490793 513829160
69799606 514554808 264861711 690827269
401670546 909952239 728152441 524198735
6268272 529750296 487492848 321654526
472710812 68783519 281225723 126918522
461576619 538431624 672028162 495839804
530272949 602628469 813964656 544946698
301126583 822661255 664572496 63030036
841134195 148064303 7134073 898513697
209163996 767761118 91332661 967694450
814617157 600126744 842374316 741522582
87349826 79603976 868786849 329397118
567155407 272472450 45152087 615612268
180543563 280732433 939682149 761061225
538845545 955493215 226357155 524720759
701391121 638241399 759762332 852711110
885291427 768786611 721298156 609888045
207963754 613909430 859143105 901945208
308770720 71916351 847162060 848834856
361249077 411438991 894906260 315508541
682041502 988286002 628981262 745372863
928986013 984590919 306865044 478825607
756778134 723375735 587570556 312780608
351994686 642443139 148656932 452227082
334954671 674229578 331394970 800880950
71592575 768605843 832295227 419221832
90881248 913109300 582387549 625011981
522721602 621474669 798018896 222172710
939343282 817005245 608712570 398698625
991033198 483891212 559960110 132497530
618322708 474517354 696625186 575283980
219500808 330916809 828009456 870589015
594716000 773249772 450704646 308862163
764381313 837678364 973511221 267890621
161006917 512639929 694453662 237266124
989715262 224182015 693884549 892848334
927589481 784736960 983270695 540127714
163997300 217217624 640689813 744405488
800128315 804553027 917581422 553760640
610002083 885308634 738033620 885195022
736962915 616529324 336143201 613109811
827170957 652712060 608143519 547202301
79291414 900594356 541058125 491844655
525005491 895138329 595501745 648757957
317844723 197922461 862135807 594319913
934067546 582295982 69277970 95707091
201349355 733117355 890847931 613563432
747339491 119084023 581742951 952950696
325837101 993767087 682001173 595115961
555214717 23599720 599618066 213253559
703283393 410954292 36652861 730080490
678443678 551962037 909714333 747449440
523365282 568748535 901915622 966659367
913888535 226847220 829661642 34569766
546758924 699688454 615265976 367404137
424157650 568959322 864470394 994551866
482753736 165814228 872389089 987023891
990312073 19879970 946679729 925530845
925102243 929366790 347696085 554173616
361361293 398433558 732249540 481246755
248993664 744896828 367209713 480272475
370920278 322719694 832246982 383650756
166177679 17813187 887433274 446014731
987827582 62301390 810045809 800400335
203412712 885454931 849829978 925884755
438491948 831058103 789562828 748183899
380242757 909805759 910595985 824241478
52785131 631304274 575315205 774386764
549613869 774478789 465760589 765418296
389159481 174991466 531281000 854558558
261784546 619391277 120184806 83607683
755304071 608412972 999132919 681959288
202928663 93414827 596993109 293037533
175405265 737486993 963816459 58401511
208926221 690689377 841521286 794788804
61821114 500056728 78709353 754925013
78645581 817906659 279785060 86919728
151585286 454584431 989064369 206322687
483486569 967293106 964016965 67057404
605475174 659404209 189321636 553497678
982764808 516218002 907476978 10448033
147640195 172204554 550630501 774886642
848151402 504349117 944453146 558102191
446291532 806724943 351931368 196288224
156755407 169858139 888256052 548423098
70467084 317825004 539346381 947922495
422566529 639857637 478932660 209655834
135561973 985965808 949215495 967413708
467372355 315427480 595222820 536748847
877186070 726978977 534960631 96738074
714848220 469771027 507167635 544133521
120936087 275447141 152544849 41442421
805261145 400674059 793332575 653849004
232188243 379758936 628341550 869900227
785704816 257066394 164322307 508214156
771490732 515697208 319229986 116564881
766525882 392554487 322241236 95697037
852359921 746706801 392144469 691470632
101502475 338301128 322349037 138758312
642980166 590487446 916627854 101764322
796903362 535720031 965850748 818798269
826968784 19007884 474819939 117058282
231627638 562242939 594582535 220428540
913005829 67352244 90580409 232883162
88563823 166915600 972632358 165333081
991410426 458905883 467431577 630227913
324031415 825647986 466084200 596368138
297184000 648915199 405449044 715439667
515721491 693651631 735648526 728146477
468454125 913385061 55724364 207557013
308695922 723498178 519473013 299094343
556198795 777033517 842611487 160693411
94924194 286878313 285941850 130243768
347301343 130473164 307337546 635297839
679006056 815942039 398758076 867652434
223333157 621637414 709771232 716985461
929383706 207880242 444017013 262429370
101848582 46860416 318607848 170443790
613566368 621221422 394130052 672314019
853655553 696211436 501410706 955797346
269577023 366215711 794509438 357428746
741643359 303284694 659059513 630477208
885242761 989983028 460668230 189543862
528860576 317942056 871564291 181161437
730124830 574831096 748634325 846120738
924224139 990720380 195746012 576005275
18120410 932973683 668476838 233303911
448464331 520316536 265176857 328749329
541562961 240031700 703419657 353087066
808169966 503635287 110229226 805000496
85820352 179750373 448166860 949375149
551975387 84239205 891265400 532549675
609276798 295637742 283862262 233048090
432723742 668560303 388936034 96431053
931630723 374277769 556815101 849040869
793344602 498554828 211588544 410146203
801426424 706173892 514795986 29837267
248517454 63084793 744570466 684821971
23372407 776094515 807881106 261590092
851123299 446122941 804053007 736093537
2244578 543284469 101585155 37172388
564227146 560168194 699964514 852578192
729218353 728652877 399032284 726000301
338063023 737995874 748488130 320207557
504031975 972805975 744384641 528331834
830331288 57600887 53585936 678761171
684075979 907578883 837848504 905875942
245893914 610735398 573215754 302663808
234626469 828089051 153027537 727814384
165016657 806362468 135785839 14210467
37761880 770549473 995560022 771617655
907972367 940868684 33391752 556176395
106677410 687220818 313298428 535771613
920546218 562237615 972481913 876193875
218333176 180821471 895780859 27959230
627500019 430165540 505068246 221617832
518091028 164158443 43969597 602412381
614676233 873364224 461193822 464981329
689009287 333611684 23370376 828734859
623106668 604470007 112821726 180112057
455022233 755010050 911779948 36119739
814780267 553805815 951749901 675596831
369622649 945645078 943391525 484054908
473471824 414768850 207320592 789818399
511763504 733946750 327379328 242707472
399646196 990745781 387912527 417283734
115742615 310815433 577500237 918340172
176103094 209877706 73214123 45766512
969653003 448712566 989971239 716836727
60545421 18658334 241504511 498700964
666450271 561605457 471966128 587630408
105762493 884009261 89912059 779017281
722292618 781725842 344278332 674493389
926240821 145989541 716768925 390312393
454206902 919877544 151959223 999370701
450240258 584181979 253347222 172329476
16057554 260515794 745325727 337771736
788448136 852115463 833484488 181144098
766957802 786476516 901237434 896734485
961935019 759209401 989339916 763534178
750914131 70766062 399250642 460514246
597331780 413011583 980186013 291119754
415273067 238672937 23730718 240600289
761548078 773560075 76572760 181413914
853852065 616434590 380813518 880992972
682286385 554185759 460772332 702324053
510576918 617684348 221628604 92585470
150802167 26772517 695947638 347569659
900557895 538061192 613565180 684645161
153250207 383452412 99199472 210163681
466964942 156887610 553712056 111961715
555810113 92176382 67016407 241748942
976362385 674074164 639055786 458391227
37741732 258844883 367811592 612037530
16952335 95982175 591010317 993014904
771806571 543802374 377453679 99105121
285457195 383935118 424606450 289431070
976877825 612092970 589896613 324690142
565667736 895349628 53744656 448722676
973555818 384469949 925560013 997533401
696945843 575721677 648923314 171575610
838557148 983294139 300506919 328010549
581172950 742948452 979304100 328048224
51775569 23965158 916188987 481060631
123062822 322362258 774451407 410590859
422830640 481653803 701869278 457091606
473216016 358151322 684419026 125475777
118813463 858754369 611130983 88328768
116693051 798887781 49853087 91828148
470943029 783696422 955758399 896046024
453631670 601590275 513008988 166953130
449119084 534404293 380585538 219572319
473615575 828614535 535709619 436343878
919053082 604593404 473631912 23881639
47544614 785410021 925150061 192376053
698166394 859647659 69609151 16222010
537871566 491821837 910503420 357878634
161009598 997075823 755819306 561905091
86620863 84013266 872290359 91072774
443361153 89400174 750036154 53935574
243166568 654196746 619147318 128450683
562222554 282377817 586675455 414113620
764210116 242616298 362191341 74536621
4505248 596167598 709750466 335156963
768472680 824423311 721524833 755452050
798496242 747013439 454724872 763500718
99445433 148143304 59901832 692317716
974291854 111656322 658684231 649762938
8779090 254968396 427060242 159275502
620862410 903436020 375186880 587230110
965761594 656364831 678149083 530261993
77359349 776674745 956310992 455908330
620719676 988101845 146425621 566044241
493857776 415487409 561545447 916289065
590607286 420549858 639172731 361388794
312825911 172671403 4692711 806839080
764584908 245804401 235026113 825782208
853940999 170540641 669115584 677952271
657224146 101091336 342021821 733024701
745767862 364176122 679500029 228389313
258663968 75191211 578750196 370057617
434950875 303432169 772652155 936401426
372594409 166464665 925101340 809655450
97893310 141425519 785038263 941574021
841749091 832359607 357930138 440865617
608335418 189655313 150810674 251055361
16065853 530729155 37105136 772323628
821987056 632487528 281304524 503243902
898597659 983744388 403340669 342116650
21424144 112759403 230440798 840864095
781334789 480381685 152169342 393629858
591582908 6310165 187854070 288648886
285349063 488203719 549519632 420461562
934704428 888402788 897035728 704359718
541051620 937001930 862575165 239989456
649457015 767236992 48561529 68987007
195858544 742696068 680218935 476609184
548894947 72776430 534470342 711976329
534489648 341355021 419801535 438898022
120351939 346761123 702212380 502824061
545550952 788673293 981289855 560788994
923002289 563790614 278280964 385510946
364936689 77414816 895885579 721576166
867672045 185150987 776793260 745600150
93782408 415693490 812359503 325352810
197723044 617962872 737522462 141290971
23047625 474872511 880242818 507782818
410010159 742927737 673616692 229243374
183088561 415083460 914127189 155938305
922287533 307949984 349987091 349944281
533266679 864580015 593877566 13940712
637908735 338174791 833071471 519116015
652546517 864124448 967343584 971231780
219092378 122053208 593742656 367242633
296814280 540518831 324281227 42063219
883940088 846327484 240364015 158300039
592350814 32196334 187711433 449325515
855221974 548495377 910955603 575973964
735235795 538653218 96080787 594319078
253662286 137223922 98797902 386936832
758139936 398326762 142657024 72750925
431834584 871972076 829692152 843267911
857146676 917152807 682733308 373439825
244826289 150517638 98895549 887289260
396779124 228015302 146071884 682539339
67236722 640792399 442648943 902048308
158689278 825635177 623380841 70526019
722542334 916864026 918785358 823697560
250056540 147708471 645186930 546646989
104854968 49544012 831786929 419911626
63501276 551994536 884813294 112638304
856367796 868984998 993942848 810813379
464491163 212739909 213898108 262293232
534501421 438869083 408653757 929376652
824423257 436681951 116695327 756783665
739109817 320828373 743579669 549664149
382871442 478036157 389370347 355714113
624778730 582867958 225976003 78199616
6419383 479731553 224489053 521306282
7508074 269263630 546388503 399350063
301427581 966220982 42844059 759893889
541646740 421151019 147714299 390634098
306940042 702376841 679492966 215123708
785913521 10700878 728443566 554269808
860049259 293281171 840166430 290611850
688644748 442143754 636241953 283200568
423239247 47223186 649452020 82441092
24379033 765408110 648417104 502789489
985392901 851551168 289437208 367659733
279054336 107148842 362677082 283606732
816118306 181356381 18305261 46160060
929551538 810569932 851341831 526626493
402137921 822581294 77889736 109848572
292752354 697368809 179958920 161441508
164321811 474451137 179207457 92890757
184695718 554307029 82140046 738092218
164143887 616044584 191106027 39169183
647923274 859383561 290125630 984246652
788751407 77266000 684341689 944297251
218841638 770394892 857182602 77967491
656835758 423647345 124937936 904412263
344578713 40934892 357232991 676826919
56491429 981522653 349378124 902578365
849552632 14425638 49039759 168253212
506500948 846525142 627329181 271879485
954924718 326707981 630703761 750849946
902852011 428028307 510708856 965674089
576192025 507188211 792588600 903719397
119858332 503140528 646406137 11803248
380542231 353680051 782237617 550957534
984386245 657415507 734720962 868160173
323285067 508756867 755822511 707671055
160461347 915576197 426023083 995873475
985986418 390423402 174179268 600797311
345495225 518980550 453914510 111224917
467521812 905876828 605070143 391733007
264550953 12590463 954784393 69751447
650725304 576574238 106588489 128694277
728292207 252395645 607427647 252114134
128826539 591001622 211730333 792136013
877718969 19371675 533286157 213465661
401814323 729011777 540023544 400678015
372960273 743230308 29497807 348045218
593526892 612316773 656940253 134054863
781791358 939774680 535257502 939280463
515892336 738182477 966189783 616939471
804737737 892150071 795705709 845076243
899337873 619618274 434457898 663549444
52323869 971518258 329176561 817361035
871798802 341176265 987111845 617330128
758477003 478601479 469771232 236123153
368745874 365578719 902122405 607128163
205064383 129702779 782152982 392113425
222703070 932131857 279080562 441855985
631554280 311836021 684326674 630721849
843892089 296467806 598040827 420556511
627466582 630053994 349839455 356279190
